month,creator,ad_date,content_name,product,platform,reach,impressions,spend_thb,purchases,revenue_thb,roas,cpm_thb,cpa_thb,clicks,ctr,v2s,v6s,ad_variants,hit_roas
Feb26,มิ้น,2025-12-15,ตอบเมนต์,โอบกอด,TikTok,339,339,0.63,1.0,0.0,0.0,1.86,15.0,13.0,0.04,0.24,0.07,1,ไม่มียอดขาย
Feb26,มิ้น,2025-12-15,นี่คือภาคต่อ ตอบคอมเมนต์,Ghostly remains,TikTok,804,804,0.99,0.0,0.0,0.0,1.23,0.0,11.0,0.01,0.14,0.04,1,ไม่มียอดขาย
Feb26,มิ้น,2025-12-16,อ่านแล้วทำน้ำตาซึม,ปีศาจ 2,TikTok,1580,1580,4.68,1.0,0.0,0.0,2.96,207.0,31.0,0.02,0.19,0.06,1,ไม่มียอดขาย
Feb26,มิ้น,2025-12-17,เพราะพรุ่งนี้อาจจะมาไม่ถึง 17/12/2568 แก้,ขอใช้ชีวิตที่เหลือเพื่อตัวเองนะ,TikTok,2748,2748,7.52,1.0,0.0,0.0,2.74,328.0,125.0,0.05,0.25,0.09,1,ไม่มียอดขาย
Feb26,มิ้น,2025-12-19,เซอร์ไพร์สครับคุณแม่,The Witches Club,TikTok,4928,4928,22.43,8.0,885.56,39.39,4.55,85.0,233.0,0.05,0.25,0.13,1,ผ่าน
Feb26,มิ้น,2025-12-19,อย่ากลัวที่จะโดดเดี่ยว,Ghostly Brews,TikTok,1039,1039,0.05,0.0,0.0,0.0,0.05,0.0,23.0,0.02,0.26,0.12,1,ไม่มียอดขาย
Feb26,มิ้น,2025-12-24,ประโยคที่ทำให้เราเชื่อ 9/1/2569,ฉันจะมีชีวิตที่ดี,TikTok,883,883,20.91,1.0,0.0,0.0,23.68,71.0,16.0,0.02,0.26,0.08,1,ไม่มียอดขาย
Feb26,มิ้น,2025-12-25,หนังสือที่ได้ไปต่อ 8/1/2569,Ghostly remains,TikTok,9220,9220,15.82,3.0,298.81,18.9,1.72,502.0,314.0,0.03,0.24,0.07,1,ผ่าน
Feb26,มิ้น,2025-12-25,บทที่ 21 9/1/2569,โอบกอด,TikTok,386,386,59.47,1.0,0.0,0.0,154.07,23.0,4.0,0.01,0.25,0.13,1,ไม่มียอดขาย
Feb26,มิ้น,2025-12-26,ชีวิตเบาลงเยอะ,ปีศาจ 2,TikTok,528,528,4.86,0.0,0.0,0.0,9.2,0.0,5.0,0.01,0.14,0.04,1,ไม่มียอดขาย
Feb26,มิ้น,2025-12-28,มีข้อความจากหนังสือเล่มหนึ่ง,ยินดีต้อนรับและขอบคุณที่กลับมา,TikTok,4036,4036,0.31,0.0,0.0,0.0,0.08,0.0,128.0,0.03,0.19,0.07,1,ไม่มียอดขาย
Feb26,มิ้น,2025-12-29,ตอบเมนต์ Book แรก 9/1/2569,Ghostly remains,TikTok,4813,4813,100.49,3.0,296.0,2.95,20.88,177.0,46.0,0.01,0.22,0.06,1,ผ่าน
Feb26,มิ้น,2025-12-29,Books เล่มแรก 9/1/2569,โอบกอด,TikTok,375,375,43.63,1.0,0.0,0.0,116.35,12.0,12.0,0.03,0.18,0.05,1,ไม่มียอดขาย
Feb26,มิ้น,2025-12-31,Boxset น่ารัก 9/1/2569,ดอกไม้เดี่ยว,TikTok,1004,1004,478.08,3.0,505.85,1.06,476.18,59.0,28.0,0.03,0.17,0.09,1,ไม่ผ่าน
Feb26,มิ้น,2026-01-09,ฟิล์มฮีลใจที่ควรอ่าน,Ghostly Brews,TikTok,806,806,59.6,2.0,0.0,0.0,73.95,18.0,11.0,0.01,0.14,0.04,1,ไม่มียอดขาย
Feb26,มิ้น,2026-01-12,เล่มนี้ที่อยากบอกว่า,ปีศาจตัวนั้นคือฉัน,TikTok,324,324,3.7,1.0,0.0,0.0,11.42,10.0,3.0,0.01,0.08,0.03,1,ไม่มียอดขาย
Feb26,มิ้น,2026-01-14,ยังคงชอบประโยคที่ว่า,ขอใช้ชีวิตที่เหลือเพื่อตัวเองนะ,TikTok,10312,10312,1004.36,15.0,1643.73,1.63,97.4,117.0,426.0,0.04,0.27,0.13,1,ไม่ผ่าน
Feb26,มิ้น,2026-01-14,ขอสารภาพก่อนเลย,The Witches Club,TikTok,698,698,240.23,8.0,1150.02,4.78,344.17,19.0,27.0,0.04,0.23,0.11,1,ผ่าน
Feb26,มิ้น,2026-01-15,บางคนตายไป,Ghostly Brews,TikTok,705,705,2.29,1.0,0.0,0.0,3.25,42.0,9.0,0.01,0.4,0.09,1,ไม่มียอดขาย
Feb26,มิ้น,2026-01-19,unboxing,กับดักความรู้สึกผิด,TikTok,5717,5717,56.64,6.0,680.8,12.03,9.91,129.0,288.0,0.05,0.29,0.08,1,ผ่าน
Feb26,มิ้น,2026-01-19,สถานะหัวใจ,Boxset สวนดอกไม้,TikTok,238,238,2.14,2.0,0.0,0.0,8.99,28.0,5.0,0.02,0.12,0.04,1,ไม่มียอดขาย
Feb26,มิ้น,2026-01-20,5 สิ่งที่ทำได้เลย,กับดักความรู้สึกผิด,TikTok,2442,2442,9.07,0.0,0.0,0.0,3.71,0.0,139.0,0.06,0.28,0.08,1,ไม่มียอดขาย
Feb26,มิ้น,2026-01-21,เป็นเพื่อนที่ดีให้ได้,ปีศาจตัวนั้นคือฉัน,TikTok,603,603,0.12,0.0,0.0,0.0,0.2,0.0,5.0,0.01,0.14,0.06,1,ไม่มียอดขาย
Feb26,มิ้น,2026-01-21,รักกันอยู่แต่ไม่เห็นอนาคตร่วมกัน,The Witches Club,TikTok,574,574,3.42,0.0,0.0,0.0,5.96,0.0,16.0,0.03,0.26,0.08,1,ไม่มียอดขาย
Feb26,มิ้น,2026-01-23,Payday,รวมฮีลใจ,TikTok,583,583,32.17,1.0,0.0,0.0,55.18,65.0,9.0,0.02,0.1,0.02,1,ไม่มียอดขาย
Feb26,มิ้น,2026-01-23,Payday,รวมฮีลใจ,TikTok,427,427,8.91,0.0,0.0,0.0,20.87,0.0,4.0,0.01,0.13,0.04,1,ไม่มียอดขาย
Feb26,มิ้น,2026-01-23,Payday,รวมฮีลใจ,TikTok,195,195,1.54,0.0,0.0,0.0,7.9,0.0,1.0,0.01,0.06,0.02,1,ไม่มียอดขาย
Feb26,มิ้น,2026-01-23,Payday,รวมฮีลใจ,TikTok,242,242,0.02,0.0,0.0,0.0,0.08,0.0,7.0,0.03,0.13,0.05,1,ไม่มียอดขาย
Feb26,มิ้น,2026-01-23,Payday,รวมฮีลใจ,TikTok,565,565,19.96,0.0,0.0,0.0,35.33,0.0,11.0,0.02,0.05,0.03,1,ไม่มียอดขาย
Feb26,มิ้น,2026-01-23,Payday,รวมฮีลใจ,TikTok,583,583,0.11,0.0,0.0,0.0,0.19,0.0,11.0,0.02,0.09,0.05,1,ไม่มียอดขาย
Feb26,มิ้น,2026-01-23,Payday,รวมฮีลใจ,TikTok,173,173,119.01,0.0,0.0,0.0,687.92,0.0,3.0,0.02,0.09,0.03,1,ไม่มียอดขาย
Feb26,มิ้น,2026-01-23,Payday,รวมฮีลใจ,TikTok,404,404,0.81,0.0,0.0,0.0,2.0,0.0,13.0,0.03,0.1,0.06,1,ไม่มียอดขาย
Feb26,มิ้น,2026-01-27,ประโยคที่โคตรจริง,ปีศาจ 2,TikTok,2598,2598,10.4,2.0,0.0,0.0,4.0,206.0,105.0,0.04,0.22,0.07,1,ไม่มียอดขาย
Feb26,มิ้น,2026-01-27,แนะนำหนังสือใหม่,กับดักความรู้สึกผิด,TikTok,1336,1336,1.88,1.0,0.0,0.0,1.41,136.0,24.0,0.02,0.2,0.05,1,ไม่มียอดขาย
Feb26,มิ้น,2026-01-29,ความผิดหวังเป็นส่วนหนึ่งของชีวิต,The Witches Club,TikTok,607,607,7.76,2.0,0.0,0.0,12.78,35.0,6.0,0.01,0.23,0.06,1,ไม่มียอดขาย
Feb26,มิ้น,2026-01-30,คุณเคยโทษตัวเองไหม,กับดักความรู้สึกผิด,TikTok,2131,2131,118.07,4.0,626.83,5.3,55.41,96.0,65.0,0.03,0.33,0.08,1,ผ่าน
Feb26,มิ้น,2026-01-30,5 คำเตือน,กว่าจะคิดได้,TikTok,1441,1441,2.34,1.0,0.0,0.0,1.62,139.0,42.0,0.03,0.29,0.08,1,ไม่มียอดขาย
Feb26,มิ้น,2026-01-30,รางวัลนายอินทร์,Ghostly remains,TikTok,876,876,1.94,0.0,0.0,0.0,2.21,0.0,6.0,0.01,0.34,0.08,1,ไม่มียอดขาย
Feb26,มิ้น,2026-02-02,มนุษย์ที่เป็นคนดี,กับดักความรู้สึกผิด,TikTok,761428,761428,93256.95,463.0,171838.67,1.84,122.48,201.0,11683.0,0.02,0.48,0.17,1,ไม่ผ่าน
Feb26,มิ้น,2026-02-03,ตัวอย่างจากหนังสือ,ฉันจะมีชีวิตที่ดี,TikTok,1722,1722,2.12,1.0,0.0,0.0,1.23,181.0,35.0,0.02,0.3,0.06,1,ไม่มียอดขาย
Feb26,มิ้น,2026-02-05,ชนแล้วหนี,Ghostly remains,TikTok,10365,10365,222.24,2.0,0.0,0.0,21.44,759.0,317.0,0.03,0.45,0.11,1,ไม่มียอดขาย
Feb26,มิ้น,2026-02-07,คนดีชอบแบกความหวัง,กับดักความรู้สึกผิด,TikTok,5594,5594,680.35,15.0,2052.21,3.01,121.62,69.0,88.0,0.02,0.38,0.11,1,ผ่าน
Feb26,มิ้น,2026-02-10,5/5,เหนื่อยมากไหม,TikTok,306,306,109.66,2.0,264.0,2.41,358.37,11.0,3.0,0.01,0.16,0.04,1,ไม่ผ่าน
Feb26,มิ้น,2026-02-10,นี่ไม่ใช่แค่หนังสือ,กว่าจะคิดได้,TikTok,1025,1025,53.29,0.0,0.0,0.0,51.99,0.0,13.0,0.01,0.21,0.05,1,ไม่มียอดขาย
Feb26,มิ้น,2026-02-12,2 หนังสือ,Ghostly Brews,TikTok,1844,1844,416.88,2.0,0.0,0.0,226.07,112.0,25.0,0.01,0.16,0.05,1,ไม่มียอดขาย
Feb26,มิ้น,2026-02-12,2 หนังสือ,Ghostly Brews,TikTok,815,815,12.11,1.0,0.0,0.0,14.86,62.0,22.0,0.03,0.18,0.07,1,ไม่มียอดขาย
Feb26,มิ้น,2026-02-16,ประโยคโคตรฮีลใจ,ยินดีต้อนรับและขอบคุณที่กลับมา,TikTok,5744,5744,2.67,1.0,0.0,0.0,0.46,1158.0,201.0,0.04,0.32,0.12,1,ไม่มียอดขาย
Feb26,มิ้น,2026-02-16,ด้อมส้ม,Boxset คาปิบาร่า,TikTok,334,334,0.21,0.0,0.0,0.0,0.63,0.0,3.0,0.01,0.18,0.05,1,ไม่มียอดขาย
Feb26,มิ้น,2026-02-17,พ่อแม่เสียสละ,ปีศาจ 2,TikTok,1271,1271,2.15,1.0,0.0,0.0,1.69,85.0,30.0,0.02,0.32,0.13,1,ไม่มียอดขาย
Feb26,มิ้น,2026-02-19,แมวที่ฉันเลี้ยงหายไป,Ghostly Brews,TikTok,1217,1217,1.22,0.0,0.0,0.0,1.0,0.0,26.0,0.02,0.3,0.06,1,ไม่มียอดขาย
Feb26,มิ้น,2026-02-24,5 วิธีรับมือ,กับดักความรู้สึกผิด,TikTok,2103,2103,54.13,3.0,299.0,5.5,25.74,63.0,20.0,0.01,0.34,0.09,1,ผ่าน
Feb26,มิ้น,2026-02-24,Payday,รวมฮีลใจ,TikTok,242,242,5.16,1.0,0.0,0.0,21.32,15.0,5.0,0.02,0.07,0.03,1,ไม่มียอดขาย
Feb26,มิ้น,2026-02-24,Payday,รวมฮีลใจ,TikTok,544,544,35.72,1.0,0.0,0.0,65.66,46.0,3.0,0.01,0.05,0.01,1,ไม่มียอดขาย
Feb26,มิ้น,2026-02-24,Payday,รวมฮีลใจ,TikTok,0,0,2.23,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,มิ้น,2026-02-24,Payday,รวมฮีลใจ,TikTok,145,145,2.34,0.0,0.0,0.0,16.14,0.0,0.0,0.0,0.05,0.0,1,ไม่มียอดขาย
Feb26,มิ้น,2026-02-24,Payday,รวมฮีลใจ,TikTok,95,95,2.85,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.02,0.02,1,ไม่มียอดขาย
Feb26,มิ้น,2026-02-24,Payday,รวมฮีลใจ,TikTok,94,94,1.54,0.0,0.0,0.0,16.38,0.0,0.0,0.0,0.04,0.03,1,ไม่มียอดขาย
Feb26,มิ้น,2026-02-24,Payday,รวมฮีลใจ,TikTok,217,217,0.14,0.0,0.0,0.0,0.65,0.0,1.0,0.0,0.14,0.05,1,ไม่มียอดขาย
Feb26,มิ้น,2026-02-25,นี่คือหนังสือพิธา,ปีศาจ 2,TikTok,5018,5018,0.04,0.0,0.0,0.0,0.01,0.0,381.0,0.08,0.5,0.13,1,ไม่มียอดขาย
Feb26,มิ้น,2026-02-27,ปริมาณของเพื่อน,The Witches Club,TikTok,2472,2472,0.44,0.0,0.0,0.0,0.18,0.0,86.0,0.03,0.47,0.1,1,ไม่มียอดขาย
Feb26,ริว,2025-08-22,เสียดาย,Ghostly Brews,Meta,36258,54492,5379.78,27.0,8272.0,1.54,98.73,199.25,,,,,16,ไม่ผ่าน
Feb26,ริว,2025-09-29,E-Book,Ghostly Brews,Meta,3706,4465,218.63,1.0,359.0,1.64,48.97,218.63,,,,,7,ไม่ผ่าน
Feb26,ริว,2025-10-06,มีประโยคในหนังสือ,The Witches' Club,Meta,192480,230754,1891.5,0.0,0.0,0.0,8.2,,,,,,8,ไม่มียอดขาย
Feb26,ริว,2025-10-11,ปุณณ์วัฒน์,Ghostly Brews,Meta,12628,17771,3426.88,25.0,5770.0,1.68,192.84,137.08,,,,,9,ไม่ผ่าน
Feb26,ริว,2025-10-31,อ่านแล้วหายเหนื่อย,เหนื่อยมากไหม พักก่อนก็ได้นะ,Meta,4099,4382,120.46,0.0,0.0,0.0,27.49,,,,,,9,ไม่มียอดขาย
Feb26,ริว,2025-12-03,แม่อยากให้ลูกมีอนาคตที่ดี,Ghostly Remains,Meta,3748,4960,581.69,0.0,0.0,0.0,117.28,,,,,,4,ไม่มียอดขาย
Feb26,ริว,2026-01-16,นี่ไม่ใช่ไพ่ทำนายดวง,The Witches' Club,Meta,7136,8809,1260.67,2.0,998.0,0.79,143.11,630.34,,,,,3,ไม่ผ่าน
Feb26,ริว,2026-01-16,ประโยคเดียว,The Witches' Club,Meta,120384,166304,17365.48,46.0,27121.0,1.56,104.42,377.51,,,,,7,ไม่ผ่าน
Feb26,ริว,2026-01-23,ป้ายยา,Ghostly Remains,Meta,3863,5489,334.82,0.0,0.0,0.0,61.0,,,,,,1,ไม่มียอดขาย
Feb26,ริว,2026-01-23,พรุ่งนี้ใกล้ความตาย,Ghostly Brews,Meta,2245,2576,444.3,0.0,0.0,0.0,172.48,,,,,,1,ไม่มียอดขาย
Feb26,ริว,2026-01-23,เครียดก็เปิดไพ่,The Witches' Club,Meta,35626,40850,2412.7,4.0,2287.0,0.95,59.06,603.18,,,,,4,ไม่ผ่าน
Feb26,ริว,2026-01-30,ถ้าคนที่เรารัก,Ghostly Brews,Meta,3513,4244,415.42,0.0,0.0,0.0,97.88,,,,,,1,ไม่มียอดขาย
Feb26,ริว,2026-01-30,อ่านแล้วหายเหนื่อย,เหนื่อยมากไหม พักก่อนก็ได้นะ,Meta,5428,6246,327.63,0.0,0.0,0.0,52.45,,,,,,1,ไม่มียอดขาย
Feb26,ริว,2026-02-01,สุขภาพจิตพัง,กับดักความรู้สึกผิด,Meta,5579,8862,1237.75,4.0,1636.0,1.32,139.67,309.44,,,,,1,ไม่ผ่าน
Feb26,ริว,2026-02-05,Boxset ลายเซ็น,The Witches' Club,Meta,17807,26113,2929.51,10.0,6511.0,2.22,112.19,292.95,,,,,2,ไม่ผ่าน
Feb26,ริว,2026-02-06,อกตัญญู,กับดักความรู้สึกผิด,Meta,7801,10652,1933.65,7.0,3243.0,1.68,181.53,276.24,,,,,1,ไม่ผ่าน
Feb26,ริว,2026-02-11,ภาคต่อ 359.- ส่งฟรี,Ghostly Remains,Meta,4010,6473,687.41,1.0,759.0,1.1,106.2,687.41,,,,,2,ไม่ผ่าน
Feb26,ริว,2026-02-12,คนดีมักรู้สึกผิด,กับดักความรู้สึกผิด,Meta,247707,367276,22139.69,78.0,34863.0,1.57,60.28,283.84,,,,,6,ไม่ผ่าน
Feb26,ริว,2026-02-12,ยอดขาย 10000 เล่ม,The Witches' Club,Meta,8342,12846,825.43,0.0,0.0,0.0,64.26,,,,,,1,ไม่มียอดขาย
Feb26,ริว,2026-02-12,รักคนอื่น,กับดักความรู้สึกผิด,Meta,131696,188931,25230.87,99.0,43085.0,1.71,133.55,254.86,,,,,6,ไม่ผ่าน
Feb26,ริว,2026-02-12,รักคนอื่น (สัมภาษณ์หมอ),กับดักความรู้สึกผิด,Meta,13295,18384,1279.56,4.0,1327.0,1.04,69.6,319.89,,,,,1,ไม่ผ่าน
Feb26,ริว,2026-02-12,รางวัล,Ghostly Brews,Meta,2899,4803,388.38,0.0,0.0,0.0,80.86,,,,,,2,ไม่มียอดขาย
Feb26,ริว,2026-02-12,หากกำลังโทษตัวเอง,กับดักความรู้สึกผิด,Meta,29718,34096,303.34,0.0,0.0,0.0,8.9,,,,,,1,ไม่มียอดขาย
Feb26,ริว,2026-02-12,แม่ไม่ให้มีแฟน,กับดักความรู้สึกผิด,Meta,6011,8467,2118.82,5.0,2595.0,1.22,250.24,423.76,,,,,1,ไม่ผ่าน
Feb26,ริว,2026-02-13,การมีชีวิตอยู่อย่างโดดเดี่ยว,Ghostly Brews,Meta,30731,42779,2071.13,8.0,2424.0,1.17,48.41,258.89,,,,,2,ไม่ผ่าน
Feb26,ริว,2026-02-16,คนดีไม่มีความสุข,กับดักความรู้สึกผิด,Meta,2626,3491,520.75,0.0,0.0,0.0,149.17,,,,,,1,ไม่มียอดขาย
Feb26,ริว,2026-02-16,คนรักแอบคุยกับแฟนเก่า,กับดักความรู้สึกผิด,Meta,4477,7126,1388.37,1.0,738.0,0.53,194.83,1388.37,,,,,1,ไม่ผ่าน
Feb26,ริว,2026-02-16,ปล่อยทุกความเจ็บปวด,Ghostly Remains,Meta,4131,5288,370.99,0.0,0.0,0.0,70.16,,,,,,1,ไม่มียอดขาย
Feb26,ริว,2026-02-16,รีสต็อก,Ghostly Brews,Meta,11377,32123,1722.55,3.0,1717.0,1.0,53.62,574.18,,,,,2,ไม่ผ่าน
Feb26,ริว,2026-02-18,สีหมอก,Ghostly Brews,Meta,1763,2300,268.19,0.0,0.0,0.0,116.6,,,,,,1,ไม่มียอดขาย
Feb26,ริว,2026-02-23,มนุษย์ที่เป็นคนดี,กับดักความรู้สึกผิด,Meta,5941,7474,1225.61,2.0,858.0,0.7,163.98,612.8,,,,,1,ไม่ผ่าน
Feb26,ริว,2026-02-23,แม่คือคนรับผิดชอบ,กับดักความรู้สึกผิด,Meta,23284,31924,4452.3,17.0,9193.0,2.06,139.47,261.9,,,,,10,ไม่ผ่าน
Feb26,ริว,2026-02-24,ป้ายยา,The Witches' Club,Meta,3325,4642,460.17,1.0,499.0,1.08,99.13,460.17,,,,,1,ไม่ผ่าน
Feb26,ริว,2026-02-24,ภาคต่อ,Ghostly Remains,Meta,8037,12870,1076.84,2.0,2028.0,1.88,83.67,538.42,,,,,1,ไม่ผ่าน
Feb26,ริว,2026-02-25,อย่ารอ,Ghostly Brews,Meta,3725,4311,731.86,3.0,1418.0,1.94,169.77,243.95,,,,,2,ไม่ผ่าน
Feb26,ริว,2026-02-26,คุยกันทุกวันไม่มีสถานะ,All Product,Meta,576,725,142.41,0.0,0.0,0.0,196.43,,,,,,1,ไม่มียอดขาย
Feb26,ริว,,ริวมีชีวิตอยู่อย่างโดดเดี่ยว,Ghostly Brews,TikTok,972736,972736,14600.04,339.0,35172.02,2.41,15.01,188.0,13891.0,0.01,0.3,0.09,1,ไม่ผ่าน
Feb26,ริว,,ริวผลงานภาคต่อ,remains,TikTok,25181,25181,1064.98,18.0,3231.29,3.04,42.29,168.0,303.0,0.01,0.14,0.06,1,ผ่าน
Feb26,ริว,,ริวนี่ไม่ใช่ไพ่ทำนายดวง,The Witches Club,TikTok,1629,1629,634.28,12.0,2352.14,3.72,389.37,45.0,42.0,0.03,0.27,0.11,1,ผ่าน
Feb26,ริว,,ริว…เรากลัว,ปีศาจตัวนั้นคือฉัน,TikTok,32889,32889,1029.81,19.0,2240.21,2.17,31.31,146.0,1925.0,0.06,0.36,0.13,1,ไม่ผ่าน
Feb26,ริว,,ประโยคที่ทำให้ไม่กลัวความผิดพลาด,Boxset The Witches Club,TikTok,936,936,433.94,5.0,1054.68,2.43,463.61,56.0,21.0,0.02,0.28,0.1,1,ไม่ผ่าน
Feb26,ริว,,ริวเปิดตัวปีศาจ 2,ปีศาจตัวนั้นคือฉันเอง2,TikTok,1804,1804,451.08,9.0,955.47,2.12,250.04,41.0,44.0,0.02,0.14,0.05,1,ไม่ผ่าน
Feb26,ริว,,ริวป้ายยา,Boxset The Witches Club,TikTok,393,393,175.79,5.0,810.58,4.63,447.3,13.0,9.0,0.02,0.16,0.07,1,ผ่าน
Feb26,ริว,,ริว(ไม่)นอกใจ,ปีศาจตัวนั้นคือฉัน,TikTok,8741,8741,56.98,7.0,719.0,12.61,6.52,92.0,220.0,0.03,0.33,0.14,1,ผ่าน
Feb26,ริว,,ริวอย่าพูดแย่ ๆ กับตัวเองเลย,Boxset The Witches Club,TikTok,118,118,100.0,4.0,598.19,6.0,847.46,6.0,0.0,0.0,0.19,0.06,1,ผ่าน
Feb26,ริว,,ริวประโยคจุกอก,remains,TikTok,2088,2088,60.93,5.0,564.17,9.23,29.18,62.0,31.0,0.01,0.12,0.06,1,ผ่าน
Feb26,ริว,,ริวสุขภาพจิตพัง,กับดักความรู้สึกผิด,TikTok,9018,9018,46.22,4.0,350.78,7.45,5.13,391.0,274.0,0.03,0.33,0.09,1,ผ่าน
Feb26,ริว,,ริวอยู่คนเดียวไม่ได้แปลว่าโดดเดียว,Ghostly Brews,TikTok,4501,4501,88.17,3.0,350.3,3.97,19.59,186.0,47.0,0.01,0.24,0.06,1,ผ่าน
Feb26,ริว,,ริว 5 เรื่องการเงิน,ความลับสู่เงินล้านที่โรงเรียนไม่เคยสอน,TikTok,1550,1550,263.1,3.0,348.31,1.33,169.74,30.0,23.0,0.01,0.17,0.07,1,ไม่ผ่าน
Feb26,ริว,,ริวชื่อที่ฟังดูน่ากลัว,ปีศาจตัวนั้นคือฉัน,TikTok,720,720,62.84,4.0,329.0,5.25,87.28,8.0,11.0,0.02,0.14,0.05,1,ผ่าน
Feb26,ริว,,ริวใช้เวลาครึ่งชีวิต,ฉันจะมีชีวิตที่ดี,TikTok,169,169,31.59,2.0,302.18,9.39,186.92,24.0,1.0,0.01,0.18,0.08,1,ผ่าน
Feb26,ริว,,ริวผิดตรงไหน,โอบกอดความไม่สมบูรณ์ของเธอ,TikTok,614,614,288.39,4.0,299.0,1.04,469.69,11.0,18.0,0.03,0.2,0.07,1,ไม่ผ่าน
Feb26,ริว,,ริวป้ายยา,Boxset The Witches Club,TikTok,1026,1026,183.0,1.0,298.04,1.65,178.36,28.0,7.0,0.01,0.11,0.03,1,ไม่ผ่าน
Feb26,ริว,,ริวไม่ได้น่ารักแค่ปก,ยินดีต้อนรับและขอบคุณที่กลับมา,TikTok,2770,2770,0.24,4.0,289.47,1220.88,0.09,80.0,62.0,0.02,0.21,0.08,1,ผ่าน
Feb26,ริว,,ริวไพ่ทำนายดวง,Boxset The Witches Club,TikTok,1294,1294,307.53,2.0,0.0,0.0,237.66,139.0,39.0,0.03,0.21,0.12,1,ไม่มียอดขาย
Feb26,ริว,,ริวอ่านแล้วโคตรจริง,ปีศาจตัวนั้นคือฉัน,TikTok,568,568,29.88,2.0,0.0,0.0,52.61,11.0,7.0,0.01,0.11,0.04,1,ไม่มียอดขาย
Feb26,ริว,,ริวเครียดก็เปิดไพ่,The Witches Club,TikTok,815,815,48.1,1.0,0.0,0.0,59.02,82.0,25.0,0.03,0.18,0.09,1,ไม่มียอดขาย
Feb26,ริว,,ริวไกลบ้าน,ยินดีต้อนรับและขอบคุณที่กลับมา,TikTok,5301,5301,375.44,1.0,0.0,0.0,70.82,488.0,92.0,0.02,0.19,0.06,1,ไม่มียอดขาย
Feb26,ริว,,ริวยังไม่ดีพอ (ไม่เป็นความจริงแต่อย่างใด),ปีศาจตัวนั้นคือฉันเอง2,TikTok,5300,5300,12.31,1.0,0.0,0.0,2.32,672.0,167.0,0.03,0.28,0.11,1,ไม่มียอดขาย
Feb26,ริว,,ไม่โลกจะใจร้ายกับคุณแค่ไหน,ขอใช้ชีวิตที่เหลือเพื่อตัวเองนะ,TikTok,335,335,3.47,1.0,0.0,0.0,10.36,36.0,0.0,0.0,0.16,0.04,1,ไม่มียอดขาย
Feb26,ริว,,ริวหนังสือที่ได้รับการเสนอชื่อเข้าชิงรางวัล,Ghostly Brews,TikTok,1512,1512,1.2,1.0,0.0,0.0,0.79,114.0,23.0,0.02,0.17,0.05,1,ไม่มียอดขาย
Feb26,ริว,,ริวงานศพ,Ghostly Brews,TikTok,2580,2580,113.97,1.0,0.0,0.0,44.17,227.0,77.0,0.03,0.4,0.08,1,ไม่มียอดขาย
Feb26,ริว,,ริวไม่ได้เจ็บเพราะโลกใจร้าย,ปีศาจตัวนั้นคือฉัน,TikTok,657,657,0.03,1.0,0.0,0.0,0.05,11.0,5.0,0.01,0.09,0.03,1,ไม่มียอดขาย
Feb26,ริว,,ริวนาทีทอง,Ghostly Brews,TikTok,833,833,2.51,1.0,0.0,0.0,3.01,32.0,13.0,0.02,0.17,0.06,1,ไม่มียอดขาย
Feb26,ริว,,ริวใจไม่ถึงอย่าอ่าน,กว่าจะคิดได้ ก็ไม่มีลมหายใจแล้ว,TikTok,3200,3200,2.29,0.0,0.0,0.0,0.72,0.0,134.0,0.04,0.3,0.07,1,ไม่มียอดขาย
Feb26,ริว,,ริวคนรักแอบคุยกับแฟนเก่า,ปีศาจตัวนั้นคือฉันเอง2,TikTok,509,509,8.12,0.0,0.0,0.0,15.95,0.0,9.0,0.02,0.33,0.12,1,ไม่มียอดขาย
Feb26,ริว,,ริวรางวัล,Ghostly Brews,TikTok,703,703,0.29,0.0,0.0,0.0,0.41,0.0,7.0,0.01,0.13,0.03,1,ไม่มียอดขาย
Feb26,ริว,,ริวความสัมพันธ์เป็นพิษ,โอบกอดความไม่สมบูรณ์ของเธอ,TikTok,1184,1184,1.86,0.0,0.0,0.0,1.57,0.0,42.0,0.04,0.27,0.09,1,ไม่มียอดขาย
Feb26,ริว,,ริวรีวิว,remains,TikTok,2145,2145,6.02,0.0,0.0,0.0,2.81,0.0,46.0,0.02,0.13,0.04,1,ไม่มียอดขาย
Feb26,ริว,,ริวลดเหลือ,Ghostly Brews,TikTok,1128,1128,0.87,0.0,0.0,0.0,0.77,0.0,17.0,0.02,0.15,0.05,1,ไม่มียอดขาย
Feb26,ริว,,ริวหนักมากไหมลูก,remains,TikTok,133,133,4.51,0.0,0.0,0.0,33.91,0.0,2.0,0.01,0.25,0.12,1,ไม่มียอดขาย
Feb26,ริว,,ริวหนังสือฮีลใจแห่งปี,remains,TikTok,0,0,0.44,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,,ริวเป็นหนังสือเล่มเดียว,โอบกอดความไม่สมบูรณ์ของเธอ,TikTok,0,0,0.32,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,,ริวหนังสือเรียกน้ำตา,remains,TikTok,57,57,0.07,0.0,0.0,0.0,1.23,0.0,1.0,0.02,0.16,0.05,1,ไม่มียอดขาย
