month,creator,ad_date,content_name,product,platform,reach,impressions,spend_thb,purchases,revenue_thb,roas,cpm_thb,cpa_thb,clicks,ctr,v2s,v6s,ad_variants,hit_roas
Feb26,ริว,,ริว(ไม่)ยอมลดคุณค่าตัวเอง,ปีศาจตัวนั้นคือฉัน,TikTok,76,76,75.23,0.0,0.0,0.0,989.87,0.0,0.0,0.0,0.18,0.08,1,ไม่มียอดขาย
Feb26,ริว,,ริวกลับมาอีกครั้ง,remains,TikTok,142,142,6.12,0.0,0.0,0.0,43.1,0.0,4.0,0.03,0.15,0.07,1,ไม่มียอดขาย
Feb26,ริว,,ริวป้ายยา,remains,TikTok,0,0,26.62,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,,ริวเหนื่อยมากไหมลูก,remains,TikTok,0,0,0.08,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,,ริว9.9/10,remains,TikTok,0,0,0.01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,,ริวแค่ประโยคเดียว ทำให้ปล่อยวาง,remains,TikTok,0,0,0.02,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,,ริวถ้าคืนนี้เป็นวันสุดท้ายของพ่อแม่,Ghostly Brews,TikTok,0,0,0.39,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,,ริว1000/10,เหนื่อยมากไหม พักก่อนก็ได้นะวันนี้,TikTok,0,0,13.52,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,,ริวแค่หนังสือ,เหนื่อยมากไหม พักก่อนก็ได้นะวันนี้,TikTok,0,0,13.71,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,,ริวไม่มีความเศร้าไหน เทียบเท่าการสูญเสียครอบครัว,ปีศาจตัวนั้นคือฉันเอง2,TikTok,0,0,1.08,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,,ริวโตขึ้น พ่อแม่แก่ตัวลง,ปีศาจตัวนั้นคือฉันเอง2,TikTok,0,0,0.01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,,คะแนน 9.9/10,Ghostly Brews,TikTok,0,0,7.72,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,,เล่มนี้เหมาะกับคนที่...,เหนื่อยมากไหม พักก่อนก็ได้นะวันนี้,TikTok,0,0,1.04,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,,ประโยคที่อ่านแล้วจุกอกในใจ,เหนื่อยมากไหม พักก่อนก็ได้นะวันนี้,TikTok,0,0,2.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,,แค่หนังสือเล่มเดียว จะร้องไห้ทำไม,เหนื่อยมากไหม พักก่อนก็ได้นะวันนี้,TikTok,0,0,41.67,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,,แค่อ่านชื่อหน้าปก ก็เหมือนโดนปลอบแล้วอะ,เหนื่อยมากไหม พักก่อนก็ได้นะวันนี้,TikTok,0,0,13.73,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,,อ่านหนังสือเล่มนี้จึงเข้าใจว่า,เหนื่อยมากไหม พักก่อนก็ได้นะวันนี้,TikTok,0,0,389.13,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,,7.7 ลดกระหน่ำ,,TikTok,0,0,4.09,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,,7.7 ลดกระหน่ำ,,TikTok,0,0,27.32,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,01/01/2569,ริวความตายคือความว่างเปล่า,โอบกอดความไม่สมบูรณ์ของเธอ,TikTok,1401,1401,4.92,1.0,0.0,0.0,3.51,120.0,35.0,0.03,0.2,0.08,1,ไม่มียอดขาย
Feb26,ริว,01/04/2569,ริวหายเหนื่อย,เหนื่อยมากไหม พักก่อนก็ได้นะวันนี้,TikTok,1541,1541,4.3,1.0,0.0,0.0,2.79,63.0,21.0,0.01,0.14,0.06,1,ไม่มียอดขาย
Feb26,ริว,01/12/2569,ริวผู้คนหล่นหาย,โอบกอดความไม่สมบูรณ์ของเธอ,TikTok,2586,2586,138.24,2.0,0.0,0.0,53.46,76.0,105.0,0.04,0.28,0.11,1,ไม่มียอดขาย
Feb26,ริว,01/13/2569,ริวจินตนาการ,ปีศาจตัวนั้นคือฉัน,TikTok,1762,1762,13.1,2.0,0.0,0.0,7.43,66.0,59.0,0.03,0.24,0.07,1,ไม่มียอดขาย
Feb26,ริว,01/16/2569,ริวปล่อยทุกความเจ็บปวด,remains,TikTok,1466,1466,3.2,0.0,0.0,0.0,2.18,0.0,8.0,0.01,0.16,0.05,1,ไม่มียอดขาย
Feb26,ริว,01/19/2569,ริวการมีชีวิตอยู่อย่างโดดเดี่ยว,Ghostly Brews,TikTok,593,593,0.8,0.0,0.0,0.0,1.35,0.0,2.0,0.0,0.19,0.06,1,ไม่มียอดขาย
Feb26,ริว,01/21/2569,ริวแม้ไม่มีโอกาส,ปีศาจตัวนั้นคือฉันเอง2,TikTok,660,660,36.25,1.0,0.0,0.0,54.92,36.0,9.0,0.01,0.27,0.09,1,ไม่มียอดขาย
Feb26,ริว,01/24/2569,ริวหนังสือจากแพทย์,กับดักความรู้สึกผิด,TikTok,1402,1402,219.51,9.0,1532.33,6.95,156.57,27.0,28.0,0.02,0.2,0.06,1,ผ่าน
Feb26,ริว,01/26/2569,ริวภาคต่อ,remains,TikTok,1511,1511,31.71,1.0,250.0,7.96,20.99,207.0,19.0,0.01,0.13,0.05,1,ผ่าน
Feb26,ริว,01/29/2569,ริวหากกำลังโทษตัวเอง,โอบกอดความไม่สมบูรณ์ของเธอ,TikTok,1105,1105,52.71,2.0,0.0,0.0,47.7,27.0,20.0,0.02,0.19,0.07,1,ไม่มียอดขาย
Feb26,ริว,02/02/2569,ริวคาปิบาร่าชูนิ้วกลาง,Boxset คาปิบาร่า,TikTok,504,504,5.04,0.0,0.0,0.0,10.0,0.0,12.0,0.02,0.17,0.08,1,ไม่มียอดขาย
Feb26,ริว,02/03/2569,ริวอย่าคิดไปเอง,ปีศาจตัวนั้นคือฉัน,TikTok,9266,9266,1158.12,3.0,323.0,0.28,124.99,27.0,42.0,0.0,0.26,0.04,1,ไม่ผ่าน
Feb26,ริว,02/04/2569,ริวอกตัญญู (สัมภาษณ์นักเขียน),กับดักความรู้สึกผิด,TikTok,18634,18634,20.28,14.0,1802.0,89.53,1.09,183.0,314.0,0.02,0.37,0.1,1,ผ่าน
Feb26,ริว,02/05/2569,ริวรักคนอื่น (สัมภาษณ์นักเขียน),กับดักความรู้สึกผิด,TikTok,18648,18648,563.71,17.0,2087.69,3.7,30.23,188.0,481.0,0.03,0.32,0.1,1,ผ่าน
Feb26,ริว,02/06/2569,ริวแม่ไม่ให้มีแฟน,กับดักความรู้สึกผิด,TikTok,1210,1210,0.43,1.0,0.0,0.0,0.36,103.0,28.0,0.02,0.43,0.1,1,ไม่มียอดขาย
Feb26,ริว,02/10/2569,ริวคนดีมักรู้สึกผิด,กับดักความรู้สึกผิด,TikTok,32963,32963,621.84,23.0,2921.78,4.72,18.86,185.0,916.0,0.03,0.37,0.14,1,ผ่าน
Feb26,ริว,02/12/2569,ริวคนดีไม่มีความสุข,กับดักความรู้สึกผิด,TikTok,22221,22221,4117.93,22.0,2536.56,0.61,185.32,157.0,871.0,0.04,0.39,0.1,1,ไม่ผ่าน
Feb26,ริว,02/13/2569,ริวภาคต่อ,remains,TikTok,2848,2848,0.32,1.0,0.0,0.0,0.11,263.0,19.0,0.01,0.13,0.04,1,ไม่มียอดขาย
Feb26,ริว,02/14/2569,ริวอยากมีชีวิตที่ดี,ฉันจะมีชีวิตที่ดี,TikTok,959,959,61.25,3.0,590.48,9.69,63.87,34.0,28.0,0.03,0.17,0.06,1,ผ่าน
Feb26,ริว,02/17/2569,ริวมนุษย์ที่เป็นคนดี,กับดักความรู้สึกผิด,TikTok,15853,15853,422.73,6.0,628.84,1.49,26.67,113.0,218.0,0.01,0.37,0.08,1,ไม่ผ่าน
Feb26,ริว,02/19/2569,ริวเปลี่ยนแปลง,ทุกความทรงจำคือของขวัญจากวันวาน,TikTok,3045,3045,32.91,2.0,0.0,0.0,10.81,239.0,97.0,0.03,0.29,0.11,1,ไม่มียอดขาย
Feb26,ริว,02/20/2569,ริวควรอ่าน,ปีศาจตัวนั้นคือฉัน,TikTok,4279,4279,48.66,5.0,533.0,10.95,11.37,99.0,150.0,0.04,0.19,0.08,1,ผ่าน
Feb26,ริว,02/26/2569,ริวรักคนอื่น,กับดักความรู้สึกผิด,TikTok,3561,3561,46.4,3.0,289.47,6.24,13.03,150.0,94.0,0.03,0.3,0.11,1,ผ่าน
Feb26,ริว,2025-05-20,หนังสือที่จะทำให้กลับมารักตัวเอง,ปีศาจตัวนั้นคือฉัน,TikTok,13684,13684,1282.34,24.0,2819.59,2.2,93.71,69.0,566.0,0.04,0.16,0.08,1,ไม่ผ่าน
Feb26,ริว,2025-06-06,จะเป็นยังไง ถ้าคุณต้องไปเป็นที่ปรึกษาให้ดวงวิญญาณ,Ghostly Brews,TikTok,389,389,15.77,2.0,0.0,0.0,40.54,11.0,4.0,0.01,0.21,0.06,1,ไม่มียอดขาย
Feb26,ริว,2025-06-10,หนังสือฮีลใจแห่งปี,Ghostly Brews,TikTok,12211,12211,66.33,6.0,600.25,9.01,5.43,225.0,299.0,0.02,0.16,0.06,1,ผ่าน
Feb26,ริว,2025-06-17,หนังสือที่เล่นกับใจคนอ่านมากที่สุด,Ghostly Brews,TikTok,10681,10681,807.09,5.0,646.0,0.8,75.56,137.0,258.0,0.02,0.16,0.08,1,ไม่ผ่าน
Feb26,ริว,2025-06-24,ถ้าคืนนี้เป็นคืนสุดท้ายของคุณ ก่อนจากไปตลอดกาล,Ghostly Brews,TikTok,260766,260766,2776.73,67.0,6500.88,2.34,10.65,329.0,4994.0,0.02,0.37,0.14,1,ไม่ผ่าน
Feb26,ริว,2025-06-26,ทำไมต้องร้องไห้ แค่หนังสือเอง,ปีศาจตัวนั้นคือฉัน,TikTok,40246,40246,105.75,6.0,601.18,5.66,2.63,482.0,2449.0,0.06,0.35,0.06,1,ผ่าน
Feb26,ริว,2025-07-03,วันที่ความกลัวชนะทุกอย่าง,ปีศาจตัวนั้นคือฉัน,TikTok,310608,310608,17191.28,150.0,30880.91,1.8,55.35,154.0,5054.0,0.02,0.16,0.07,1,ไม่ผ่าน
Feb26,ริว,2025-07-05,เราเป็นมนุษย์,โอบกอดความไม่สมบูรณ์ของเธอ,TikTok,0,0,0.04,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,2025-07-07,สวัสดียามดึก คุณดวงวิญญาณ,Ghostly Brews,TikTok,34294,34294,865.98,39.0,4949.74,5.72,25.25,75.0,591.0,0.02,0.19,0.06,1,ผ่าน
Feb26,ริว,2025-07-08,สงมงหนังสือรางวัล,ปีศาจตัวนั้นคือฉัน,TikTok,26289,26289,24.64,9.0,1195.41,49.02,0.94,261.0,945.0,0.04,0.22,0.07,1,ผ่าน
Feb26,ริว,2025-07-11,อย่าลืมที่จะรักตัวเอง,ปีศาจความรักมักเลือกฉันเป็นเหยื่อ,TikTok,1463,1463,27.99,3.0,288.0,10.26,19.13,45.0,28.0,0.02,0.27,0.09,1,ผ่าน
Feb26,ริว,2025-07-14,ไพ่อยากจะบอกอะไรกับคุณ (ประโยคเดียวในหนังสืออ่านแล้วเปลี่ยนชีวิต),Boxset The Witches Club,TikTok,3069,3069,109.09,14.0,2798.52,25.61,35.55,52.0,56.0,0.02,0.26,0.11,1,ผ่าน
Feb26,ริว,2025-07-24,สัญญาณที่บอกว่าควรอ่านเล่มนี้,เหนื่อยมากไหม พักก่อนก็ได้นะวันนี้,TikTok,0,0,1.95,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,2025-07-28,รีบสั่งก่อนหมด,Ghostly Brews,TikTok,85467,85467,2970.95,64.0,6206.38,2.1,34.76,126.0,2552.0,0.03,0.2,0.07,1,ไม่ผ่าน
Feb26,ริว,2025-08-02,ริวเชื่อในตัวเองอีกครั้ง,เหนื่อยมากไหม พักก่อนก็ได้นะวันนี้,TikTok,965,965,129.73,1.0,0.0,0.0,134.44,84.0,8.0,0.01,0.17,0.07,1,ไม่มียอดขาย
Feb26,ริว,2025-08-15,ริวแม้สูญเสีย,The Witches Club,TikTok,0,0,0.32,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,2025-08-20,ริวกับไพ่ทำนายดวง,Boxset The Witches Club,TikTok,18389,18389,753.1,11.0,1817.91,2.41,40.95,194.0,801.0,0.04,0.25,0.12,1,ไม่ผ่าน
Feb26,ริว,2025-08-21,ริวเตือนสติ,ปีศาจตัวนั้นคือฉัน,TikTok,293363,293363,14854.36,176.0,31010.02,2.09,50.63,212.0,5971.0,0.02,0.31,0.14,1,ไม่ผ่าน
Feb26,ริว,2025-08-29,ริวเปิดตัวปีศาจ 2 (ภาคเสียงและนางแบบมือโดยดาราสาวสองท่าน),ปีศาจตัวนั้นคือฉันเอง2,TikTok,9620,9620,3856.24,23.0,3745.41,0.97,400.86,88.0,384.0,0.04,0.16,0.08,1,ไม่ผ่าน
Feb26,ริว,2025-09-04,ริวสบายวันไหน,ปีศาจตัวนั้นคือฉัน,TikTok,13547,13547,58.55,4.0,349.87,6.0,4.32,264.0,439.0,0.03,0.3,0.11,1,ผ่าน
Feb26,ริว,2025-09-08,ริวประโยคเดียวเปลี่ยนชีวิต,Boxset The Witches Club,TikTok,361,361,104.05,2.0,266.0,2.56,288.23,52.0,7.0,0.02,0.24,0.1,1,ผ่าน
Feb26,ริว,2025-09-10,ริวเตือนสติ,Ghostly Brews,TikTok,0,0,0.02,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,2025-09-11,ริวกลัวการเป็นผู้ใหญ่,ปีศาจตัวนั้นคือฉัน,TikTok,87984,87984,1370.04,54.0,6088.95,4.45,15.57,129.0,2437.0,0.03,0.23,0.1,1,ผ่าน
Feb26,ริว,2025-09-12,ริวดอกไม้ทำนายรัก,สวนของหัวใจ,TikTok,0,0,11.53,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,2025-09-16,ริวเริ่มต้นใหม่กับคุณคนเดิม,ปีศาจตัวนั้นคือฉันเอง2,TikTok,5153,5153,287.99,3.0,367.0,1.26,55.89,232.0,170.0,0.03,0.26,0.09,1,ไม่ผ่าน
Feb26,ริว,2025-09-19,ริวคือคนสำคัญ,ยินดีต้อนรับและขอบคุณที่กลับมา,TikTok,24969,24969,955.3,12.0,1578.3,1.65,38.26,239.0,1572.0,0.06,0.3,0.11,1,ไม่ผ่าน
Feb26,ริว,2025-09-25,ริวคะแนน 1000/100,remains,TikTok,0,0,2.86,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,2025-09-29,ริวเติบโตขึ้น พ่อแม่แก่ลง,ปีศาจตัวนั้นคือฉันเอง2,TikTok,0,0,0.49,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,2025-10-01,ริวเสาหลักของบ้าน,เหนื่อยมากไหม พักก่อนก็ได้นะวันนี้,TikTok,5124,5124,12.43,1.0,296.0,23.75,2.43,165.0,49.0,0.01,0.06,0.03,1,ผ่าน
Feb26,ริว,2025-10-07,ริวดูไพ่ไม่พึ่งหมอ,Boxset The Witches Club,TikTok,664,664,4.19,3.0,394.24,93.84,6.31,34.0,26.0,0.04,0.2,0.08,1,ผ่าน
Feb26,ริว,2025-10-15,ริว 30 เล่มสุดท้าย,ปีศาจตัวนั้นคือฉันเอง2,TikTok,81796,81796,7205.92,94.0,12886.83,1.79,88.1,131.0,4526.0,0.06,0.21,0.08,1,ไม่ผ่าน
Feb26,ริว,2025-10-17,ริวป้ายยา,สวนของหัวใจ,TikTok,1357,1357,186.67,2.0,264.0,1.42,137.56,100.0,54.0,0.04,0.17,0.08,1,ไม่ผ่าน
Feb26,ริว,2025-10-18,ริวผิดพลาด,Boxset The Witches Club,TikTok,0,0,7.68,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,2025-10-20,ริว(ไม่)นอกใจ,ปีศาจตัวนั้นคือฉันเอง2,TikTok,3503,3503,109.21,9.0,1026.15,9.4,31.18,70.0,218.0,0.06,0.29,0.12,1,ผ่าน
Feb26,ริว,2025-10-21,ริวป้ายยา,Boxset The Witches Club,TikTok,0,0,9.46,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,2025-10-24,ริวป้ายยา,remains,TikTok,12689,12689,82.15,9.0,1188.01,14.44,6.47,107.0,340.0,0.03,0.16,0.08,1,ผ่าน
Feb26,ริว,2025-10-24,ริวป้ายยา,remains,TikTok,8713,8713,14.34,3.0,398.54,27.89,1.65,437.0,163.0,0.02,0.14,0.06,1,ผ่าน
Feb26,ริว,2025-10-25,ริวทุกความทรงจำ,ทุกความทรงจำคือของขวัญจากวันวาน,TikTok,0,0,4.62,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,2025-10-27,ริวไม่มีความเศร้าไหน,ปีศาจตัวนั้นคือฉัน,TikTok,8672,8672,19.2,1.0,0.0,0.0,2.21,580.0,474.0,0.05,0.35,0.1,1,ไม่มียอดขาย
Feb26,ริว,2025-10-28,ริวการอยู่คนเดียวไม่ใช่ความเหงา,Ghostly Brews,TikTok,14781,14781,33.39,7.0,879.0,26.3,2.26,153.0,158.0,0.01,0.26,0.08,1,ผ่าน
Feb26,ริว,2025-10-29,ริวความกลัวชนะทุกอย่าง,ปีศาจตัวนั้นคือฉันเอง2,TikTok,515,515,84.06,1.0,0.0,0.0,163.22,75.0,12.0,0.02,0.13,0.06,1,ไม่มียอดขาย
Feb26,ริว,2025-10-30,ริวเพราะพรุ่งนี้อาจมาไม่ถึง,ขอใช้ชีวิตที่เหลือเพื่อตัวเองนะ,TikTok,97456,97456,73.4,25.0,2445.11,33.27,0.75,274.0,773.0,0.01,0.33,0.08,1,ผ่าน
Feb26,ริว,2025-11-02,ริวประโยคเดียว,Boxset The Witches Club,TikTok,103,103,557.03,1.0,0.0,0.0,5408.06,24.0,3.0,0.03,0.23,0.1,1,ไม่มียอดขาย
Feb26,ริว,2025-11-08,ริวคนไทยทำอะไรกันอยู่,Boxset คาปิบาร่า,TikTok,262,262,30.77,0.0,0.0,0.0,117.44,0.0,4.0,0.02,0.17,0.03,1,ไม่มียอดขาย
Feb26,ริว,2025-11-10,ริวอยากเป็นแฟนปุณณ์วัฒน์,Ghostly Brews,TikTok,0,0,0.21,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,2025-11-11,ริว 30 Boxset สุดท้าย,Boxset The Witches Club,TikTok,156535,156535,6973.29,126.0,14628.56,2.1,44.55,123.0,7136.0,0.05,0.23,0.09,1,ไม่ผ่าน
Feb26,ริว,2025-11-17,ริวไม่เป็นไร,ยินดีต้อนรับและขอบคุณที่กลับมา,TikTok,70642,70642,3229.89,26.0,3416.86,1.07,45.72,390.0,2101.0,0.03,0.35,0.1,1,ไม่ผ่าน
Feb26,ริว,2025-11-18,ริวไม่มีเขาแล้ว,ปีศาจตัวนั้นคือฉันเอง2,TikTok,613,613,264.58,2.0,0.0,0.0,431.62,53.0,13.0,0.02,0.21,0.06,1,ไม่มียอดขาย
Feb26,ริว,2025-11-22,ริวหนังสือถึงตัวเองในอนาคต,ทุกความทรงจำคือของขวัญจากวันวาน,TikTok,329,329,0.07,1.0,0.0,0.0,0.21,86.0,5.0,0.02,0.2,0.06,1,ไม่มียอดขาย
Feb26,ริว,2025-11-26,ริวแฟนเก่ากลับมาง้อ,สวนของหัวใจ,TikTok,732,732,1.33,0.0,0.0,0.0,1.82,0.0,14.0,0.02,0.2,0.07,1,ไม่มียอดขาย
Feb26,ริว,2025-11-27,ริว 5 ความจริงเกี่ยวกับความจริง,โอบกอดความไม่สมบูรณ์ของเธอ,TikTok,1709,1709,15.17,0.0,0.0,0.0,8.88,0.0,64.0,0.04,0.22,0.1,1,ไม่มียอดขาย
Feb26,ริว,2025-11-28,ริวคนรักแอบไปคุยกับแฟนเก่า,ปีศาจตัวนั้นคือฉันเอง2,TikTok,274008,274008,6846.12,82.0,12510.68,1.83,24.99,425.0,3618.0,0.01,0.35,0.14,1,ไม่ผ่าน
Feb26,ริว,2025-11-29,ริวไม่เป็นไรถ้าจะขอความช่วยเหลือ,ยินดีต้อนรับและขอบคุณที่กลับมา,TikTok,4915,4915,0.76,1.0,0.0,0.0,0.15,616.0,200.0,0.04,0.28,0.08,1,ไม่มียอดขาย
Feb26,ริว,2025-12-01,ริวแม่อยากให้ลูกมีอนาคตที่ดี,remains,TikTok,896,896,25.05,1.0,0.0,0.0,27.96,80.0,10.0,0.01,0.2,0.07,1,ไม่มียอดขาย
Feb26,ริว,2025-12-02,ริวแม้ไม่มีโอกาส,ปีศาจตัวนั้นคือฉันเอง2,TikTok,9546,9546,9.22,4.0,501.68,54.54,0.97,360.0,244.0,0.03,0.33,0.11,1,ผ่าน
Feb26,ริว,2025-12-03,ริวประโยคบอกกับตัวเอง,ขอใช้ชีวิตที่เหลือเพื่อตัวเองนะ,TikTok,1345,1345,1.61,1.0,0.0,0.0,1.2,120.0,28.0,0.02,0.17,0.07,1,ไม่มียอดขาย
Feb26,ริว,2025-12-04,ริวเติมของ,Ghostly Brews,TikTok,1536,1536,0.38,2.0,0.0,0.0,0.25,53.0,26.0,0.02,0.17,0.05,1,ไม่มียอดขาย
Feb26,ริว,2025-12-05,ริวเปลี่ยนความทุกข์,Boxset The Witches Club,TikTok,0,0,0.39,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,ไม่มียอดขาย
Feb26,ริว,2025-12-09,ริวฝากถึงคนที่โดนนอกใจ,ปีศาจตัวนั้นคือฉัน,TikTok,3320,3320,1743.64,10.0,1192.97,0.68,525.19,55.0,115.0,0.03,0.18,0.09,1,ไม่ผ่าน
Feb26,ริว,2025-12-11,ริวหนังสือที่เหมาะกับ,ปีศาจตัวนั้นคือฉันเอง2,TikTok,746,746,22.4,3.0,296.57,13.18,30.03,33.0,28.0,0.04,0.24,0.11,1,ผ่าน
Feb26,ริว,2025-12-12,ริวโปร299,Ghostly Brews,TikTok,1087,1087,596.91,16.0,1956.63,3.28,549.14,9.0,20.0,0.02,0.13,0.05,1,ผ่าน
Feb26,ริว,2025-12-13,ริวหนังสือพัฒนาตัวเอง,ชีวิตมีเรื่องให้ขอบคุณมากกว่าเสียใจ,TikTok,2346,2346,24.62,2.0,0.0,0.0,10.49,115.0,98.0,0.04,0.21,0.07,1,ไม่มียอดขาย
Feb26,ริว,2025-12-15,ริวหนังสือการ์ตูนฮีลใจ,Ghostly Brews,TikTok,1324,1324,11.03,3.0,273.8,24.79,8.33,21.0,24.0,0.02,0.19,0.06,1,ผ่าน
Feb26,ริว,2025-12-17,ริวเตือนสติ,ปีศาจตัวนั้นคือฉัน,TikTok,445,445,0.47,0.0,0.0,0.0,1.06,0.0,7.0,0.02,0.27,0.08,1,ไม่มียอดขาย
Feb26,ริว,2025-12-20,ริวอ่านแล้วใจเบาลง,เหนื่อยมากไหม พักก่อนก็ได้นะวันนี้,TikTok,1488,1488,14.53,1.0,0.0,0.0,9.76,41.0,11.0,0.01,0.05,0.01,1,ไม่มียอดขาย
Feb26,ริว,2025-12-26,ริวประโยคเดียว,Boxset The Witches Club,TikTok,723,723,552.7,2.0,295.97,0.54,764.45,42.0,16.0,0.02,0.17,0.08,1,ไม่ผ่าน
Feb26,ริว,2025-12-29,ริวพรุ่งนี้ใกล้ความตาย,Ghostly Brews,TikTok,5995,5995,74.38,2.0,0.0,0.0,12.41,157.0,209.0,0.03,0.48,0.09,1,ไม่มียอดขาย
Feb26,ริว,2025-12-31,ริวจุกอก,ปีศาจตัวนั้นคือฉัน,TikTok,1182,1182,61.77,1.0,212.0,3.43,52.26,23.0,21.0,0.02,0.12,0.04,1,ผ่าน
Feb26,หมิว,2025-02-11,หนังสือฮีลใจที่อยากบอกต่อ [เปิดตัว 4],Kiwtum,Meta,3601,5349,359.03,0.0,0.0,0.0,67.12,,,,,,8,ไม่มียอดขาย
Feb26,หมิว,2025-05-27,หนังสือที่จะทำให้เสียน้ำตา,Ghostly Brews,Meta,49170,60101,2925.06,3.0,1328.0,0.45,48.67,975.02,,,,,16,ไม่ผ่าน
Feb26,หมิว,2025-07-03,[Cross Page] เมื่อคนที่หมดแพชชัน,Ghostly Brews,Meta,71203,90367,4002.23,21.0,4233.0,1.06,44.29,190.58,,,,,8,ไม่ผ่าน
Feb26,หมิว,2025-09-12,Boxset เปลี่ยนความทุกข์,The Witches' Club,Meta,157852,255619,11623.58,41.0,24097.0,2.07,45.47,283.5,,,,,14,ไม่ผ่าน
Feb26,หมิว,2025-10-03,ผลงานภาคต่อที่หัวใจรอคอย,Ghostly Remains,Meta,31469,52865,6528.55,17.0,9545.0,1.46,123.49,384.03,,,,,26,ไม่ผ่าน
Feb26,หมิว,2025-10-17,Boxset เปลี่ยนความทุกข์,The Witches' Club,Meta,12480,17565,1254.91,5.0,2955.0,2.35,71.44,250.98,,,,,12,ไม่ผ่าน
Feb26,หมิว,2025-10-31,แย้มอยากได้ 2 เล่ม,Ghostly Remains,Meta,2931,4270,564.43,0.0,0.0,0.0,132.19,,,,,,3,ไม่มียอดขาย
Feb26,หมิว,2025-11-03,อ่านแล้วหายเหนื่อย,เหนื่อยมากไหม พักก่อนก็ได้นะ,Meta,5910,7700,494.54,0.0,0.0,0.0,64.23,,,,,,8,ไม่มียอดขาย
Feb26,หมิว,2025-11-12,อะไรที่ขัดขวางเรา,All Product,Meta,2373,3277,272.4,0.0,0.0,0.0,83.12,,,,,,3,ไม่มียอดขาย
Feb26,หมิว,2025-11-19,E-Book เปลี่ยนความทุกข์ : Witches,All Product,Meta,555,632,46.09,0.0,0.0,0.0,72.93,,,,,,3,ไม่มียอดขาย
Feb26,หมิว,2025-11-26,จากร้านกาแฟหลังเที่ยงคืน,Ghostly Remains,Meta,41567,57847,2738.53,4.0,2717.0,0.99,47.34,684.63,,,,,10,ไม่ผ่าน
Feb26,หมิว,2025-11-26,หนังสือที่คนอ่านร้องไห้,Ghostly Remains,Meta,7505,11393,749.05,0.0,0.0,0.0,65.75,,,,,,7,ไม่มียอดขาย
