ชื่อโฆษณา,"ID โฆษณา",วัน,สถานะการแสดงโฆษณา,ระดับการแสดงโฆษณา,ประเภทผลลัพธ์,ผลลัพธ์,ต้นทุนต่อผลลัพธ์,ค่าคอนเวอร์ชั่นการซื้อ,"จำนวนเงินที่ใช้จ่ายไป (THB)","ROAS (ผลตอบแทนจากค่าใช้จ่ายในการโฆษณา) ของการซื้อ",อิมเพรสชัน,การเข้าถึง,การซื้อ,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,ต้นทุนต่อการเริ่มการสนทนาผ่านการส่งข้อความ,คำสั่งซื้อที่สร้างขึ้น,การคลิกลิงก์,"CTR (ทั้งหมด)","CPM (ต้นทุนต่ออิมเพรสชั่น 1,000 ครั้ง)",เริ่มการรายงาน,สิ้นสุดการรายงาน
"[19.11.24] [มิ้น] เพราะส่วนลึกที่สุดของทะเล (โอบกอด)",120217502402920260,2026-04-30,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[14.07.25][มิ้น] 5 สัญญาณ Toxic (Ghostly)",120232821171750260,2026-04-30,inactive,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[23.10.24] [มิ้น] โดนตกจากประโยคหลังปก (Life)",120216829371800260,2026-04-30,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[01.12.25][มิ้น] 5 ประโยคจุกอก (ปีศาจตัวนั้น)",120241544750870260,2026-04-30,archived,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[04.10.24] [มิ้น] ถ้าวันนี้เป็นวันสุดท้าย คุณจะทำอะไร? (Ghost)",120216040197210260,2026-04-30,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[11.06.25][มิ้น] ชายคนหนึ่งตกหลุมรักสาวใบ้ (Ghostly)",120232158783980260,2026-04-30,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[27.11.25][มิ้น] ตอบคอมเมนต์ อ่านเล่ม 2 เลยได้ไหม (Demons)",120241143672550260,2026-04-30,inactive,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[02.06.25][มิ้น] รีแอค ขมิ้น (Ghostly)",120231946918740260,2026-04-30,inactive,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[03.05.25][มิ้น] 5.5 จัดโปร Boxset ฮีลใจ 555.- (Promotion_DD)",120227797678280260,2026-04-30,inactive,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[13.11.24] [มิ้น] แยกย้ายไปเติบโต (โอบกอด)",120216996665780260,2026-04-30,inactive,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[21.09.24] [มิ้น] คนเราแตกสลายได้กี่ครั้ง",120216668670730260,2026-04-30,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[24.10.24] [มิ้น] Payday นี้ เทโปรแรง จนขนลุก",120216536721530260,2026-04-30,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[10.09.25][มิ้น] เคยไหม แพ้เสียงในหัวตัวเอง (Demons)",120236625806110260,2026-04-30,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[10.12.24] [มิ้น] 12.12 แจกสุขส่งท้ายปี",120217673365280260,2026-04-30,archived,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[03.09.25][มิ้น] อยากให้ทุกคนอ่าน (Ghostly)",120236575412200260,2026-04-30,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[21.09.24] [มิ้น] คนเราแตกสลายได้กี่ครั้ง",120216689813040260,2026-04-30,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[23.10.24] [มิ้น] โดนตกจากประโยคหลังปก (Life)",120216576737330260,2026-04-30,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[13.11.24] [มิ้น] การเป็นตัวเองทำให้รู้สึกไม่มั่นใจ (Helmet_Boxset)",120216996599520260,2026-04-30,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[06.03.26][มิ้น] บทที่ 8 เราต่างกันเกินไป (Embrace)",120245219215280260,2026-04-30,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[21.09.24] [มิ้น] คนเราแตกสลายได้กี่ครั้ง",120217430655790260,2026-04-30,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[21.01.25] [มิ้น] สถานที่ที่ปลอดภัยที่สุด (Home)",120218668178870260,2026-04-30,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[07.06.25][มิ้น] หนังสือใหม่กลิ่นหอมมาก (Ghostly)",120230120421370260,2026-04-30,inactive,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[09.07.25][มิ้น] วันไหนที่ใจแข็งแรงดอกไม้จะผลิบาน (Garden_เล่มเดี่ยว)",120232526677800260,2026-04-30,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[21.03.25][มิ้น] Unboxing newbook (Gift)",120222457757270260,2026-04-30,inactive,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[09.07.25][มิ้น] รีวิวไม่อวย 8/10 (Ghostly)",120233369040150260,2026-04-30,inactive,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[03.03.26][มิ้น] ไม่เคยร้องไห้กับหนังสือจนมาเจอ 2 เล่มนี้ (Ghostly) (Remains)",120247427758590260,2026-04-30,inactive,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[02.04.26][มิ้น] อย่าปล่อยให้อีโก้ (Trap)",120247605233680260,2026-04-30,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[19.11.24] [มิ้น] เพราะส่วนลึกที่สุดของทะเล (โอบกอด)",120217908371210260,2026-04-30,inactive,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[02.04.26][มิ้น] อย่าปล่อยให้อีโก้ (Trap)",120248070542200260,2026-04-30,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,399,256.61,1.55488874,882,726,1,,,1,5,5.44217687,290.94104308,2026-04-30,2026-04-30
"[02.05.26][มิ้น] มองปัญหาให้เป็นการเรียนรู้ (Witches)",120248232571620260,2026-04-30,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[11.03.26][มิ้น] ฉันจะมีชีวิตที่ดี (Kidmakk)",120245422532230260,2026-04-30,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[11.02.25][มิ้น] สัมภาษณ์คุณปั๊ม คิ้วต่ำ (Kiwtum)",120220060200360260,2026-04-30,inactive,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[03.03.26][มิ้น] ไม่เคยร้องไห้กับหนังสือจนมาเจอ 2 เล่มนี้ (Ghostly) (Remains)",120246033749230260,2026-04-30,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[11.12.24] [มิ้น] Unbox นี่คือหนังสือสรุปการเงินที่เข้าใจง่าย (Million)",120217743316290260,2026-04-30,inactive,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[24.03.25][มิ้น] 5 ข้อคิดที่ได้จากหนังสือ (Gift)",120222654403270260,2026-04-30,inactive,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
"[24.07.25][มิ้น] ฝนตกแบบนี้ยังมีไปรษณีย์มาส่ง (Ghostly)",120233475158630260,2026-04-30,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-04-30,2026-04-30
