ชื่อโฆษณา,"ID โฆษณา",วัน,สถานะการแสดงโฆษณา,ระดับการแสดงโฆษณา,ประเภทผลลัพธ์,ผลลัพธ์,ต้นทุนต่อผลลัพธ์,ค่าคอนเวอร์ชั่นการซื้อ,"จำนวนเงินที่ใช้จ่ายไป (THB)","ROAS (ผลตอบแทนจากค่าใช้จ่ายในการโฆษณา) ของการซื้อ",อิมเพรสชัน,การเข้าถึง,การซื้อ,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,ต้นทุนต่อการเริ่มการสนทนาผ่านการส่งข้อความ,คำสั่งซื้อที่สร้างขึ้น,การคลิกลิงก์,"CTR (ทั้งหมด)","CPM (ต้นทุนต่ออิมเพรสชั่น 1,000 ครั้ง)","%CVR (META)",เริ่มการรายงาน,สิ้นสุดการรายงาน
"[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap)",120247644055390260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[28.08.25][ริว] ถ้าต้องบอกกับตัวเอง (Tried)",120235810805880260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[03.09.25][ริว] สัญญาณที่ควรอ่าน (Demons)",120235859409980260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[24.07.25][ริว] ไพ่สำรับนี้ดูดวงแม่น (Witches)",120235365677540260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[28.06.25][ริว] ถ้าไม่อยากเป็นแบบนี้ อย่าอ่านเล่มนี้ (Ghostly)",120231820444460260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[24.07.25][ริว] ไพ่สำรับนี้ดูดวงแม่น (Witches)",120234205705040260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[13.08.25][ริว] หนังสือที่ทำให้เห็นแก่ตัว (Kiwtum)",120234824362500260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[23.05.25][ริว] หนังสือการ์ตูนฮีลใจ (Ghostly)",120229263767050260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[22.08.25][ริว] เสียดาย (Ghostly)",120236544312290260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[06.08.25][ริว] มีชีวิตอยู่อย่างโดดเดี่ยว (ghostly)",120234943566440260,2026-02-26,archived,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[18.07.25][ริว] ประโยคจุกอก (Ghostly)",120234317978780260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[06.08.25][ริว] แค่ชื่อหน้าปกก็โดนปลอบ (Tried)",120234614620430260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[09.07.25][ริว] สวัสดียามดึก คุณดวงวิญญาณ (Ghostly)",120234918883540260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[23.06.25][ริว] ประโยคเดียวในหนังสือที่จะเปลี่ยนชีวิต (Witches)",120234205816420260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[23.05.25][ริว] ประโยคหนึ่งในหนังสือที่เหมือนมีน้องแมวเวทมนตร์มากระซิบ (Witches)",120229194724400260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[25.07.25][ริว] การที่เขาเงียบ (Ghostly)",120233557441750260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[19.10.25][ริว] 30 เล่มสุดท้าย (Demons)",120239836447480260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap)",120248305713880260,2026-02-26,active,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[28.05.25][ริว] หนังสือฮีลใจที่ไม่ได้พูดถึงเรื่องความตาย (Ghostly)",120229858779440260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[09.07.25][ริว] หนังสือกระแสตอบรับดี (Ghostly)",120233369091650260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[23.06.25][ริว] หนังสือที่เล่นกับใจคนอ่านมากที่สุด (Ghostly)",120231719502260260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap)",120246702152430260,2026-02-26,archived,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[09.07.25][ริว] สวัสดียามดึก คุณดวงวิญญาณ (Ghostly)",120234552105100260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[10.03.26][ริว] ซึมเศร้า animation (Trap)",120246745789060260,2026-02-26,archived,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[24.07.25][ริว] หนังสือที่ควรอ่านสักครั้ง (Witches)",120234205607530260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[03.04.26][ริว] โรคซึมเศร้า AI (Trap)",120246659076020260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[23.06.25][ริว] ประโยคเดียวในหนังสือที่จะเปลี่ยนชีวิต (Witches)",120233229024590260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[06.08.25][ริว] หนังสือการ์ตูนที่อ่านแล้วรักตัวเองมากขึ้น (Ghostly)",120236739554620260,2026-02-26,archived,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap)",120246702152330260,2026-02-26,archived,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap)",120246782296050260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[12.08.25][ริว] แค่อ่านกลับจุกอกร้องไห้ (Witches)",120235860196990260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[16.10.25][ริว] คะแนน 9.9/10 (Remains)",120238992107880260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[11.02.26][ริว] ภาคต่อ 359.- ส่งฟรี (Remains)",120244223829720260,2026-02-26,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[29.09.25][ริว] การมีชีวิตอยู่อย่างโดดเดี่ยว (Ghostly)",120237713417140260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[23.09.25][ริว] PayDay : Boxset+Book 799.- (Promotion)",120237420818950260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[12.08.25][ริว] หนังสือ Ghostly Brews มี E-Book แล้ว (Ghostly)",120234776893380260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[12.02.26][ริว] รักคนอื่น (สัมภาษณ์หมอ) (Trap)",120244267998800260,2026-02-26,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,1,200.5,,200.5,,929,867,,1,200.5,,12,8.71905274,215.82346609,0,2026-02-26,2026-02-26
"[04.09.25][ริว] คนที่รักตัวเอง (Capybara)",120236248930210260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[25.11.25][ริว] ซิ่ง Black Friday (Promotion)",120241092246690260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[22.08.25][ริว] เสียดาย (Ghostly)",120235753792970260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[30.08.25][ริว] แค่ประโยคเดียว (Witches)",120236626088900260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[18.09.25][ริว] แนะนำหนังสือ (Tried)",120237047559580260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[08.07.25][ริว] หนังสือฮีลใจยอดขายอันดับ1 (Ghostly)",120235301749660260,2026-02-26,archived,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[09.07.25][ริว] สวัสดียามดึก คุณดวงวิญญาณ (Ghostly)",120233368964030260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[22.08.25][ริว] เสียดาย (Ghostly)",120236027616680260,2026-02-26,active,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,3,61.74333333,,185.23,,1297,1108,,3,61.74333333,,13,9.40632228,142.81418658,0,2026-02-26,2026-02-26
"[03.09.25][ริว] เปิดตัวปีศาจ 2 (Demons)",120235860260870260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[06.08.25][ริว] แค่ชื่อหน้าปกก็โดนปลอบ (Tried)",120234466749080260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[11.08.25][ริว] หยุดคิดและทบทวนชีวิต (Ghostly)",120234817271120260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[06.08.25][ริว] ประโยคหนึ่งในหนังสือ (Tried)",120234429477970260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[26.09.25][ริว] นี่ไม่ใช่แค่ไพ่ทำนายดวง (Witches)",120237503880520260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[31.07.25][ริว] 30 เล่มสุดท้ายส่งจากคลัง (Ghostly)",120234052763870260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[22.07.25][ริว] ทุกคนเราได้หนังสือมาใหม่ (Tried)",120233221561740260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[23.07.25][ริว] PAYDAY SALE JULY (Promotion_Payday) - Meme",120233338606240260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[14.07.25][ริว] รักตัวเอง ไม่ใช่คนเห็นแก่ตัว (Kiwtum)",120232767631840260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[08.07.25][ริว] หนังสือฮีลใจยอดขายอันดับ1 (Ghostly)",120234067971530260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[22.07.25][ริว] วันนี้เธอเหนื่อยไหม (Tried)",120233024858580260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[12.08.25][ริว] แค่อ่านกลับจุกอกร้องไห้ (Witches)",120235360438570260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[16.09.25][ริว] ไม่มีความเศร้าไหน เทียบเท่าการสูญเสียครอบครัว (Demons)",120236913612550260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[23.06.25][ริว] หนังสือที่เล่นกับใจคนอ่านมากที่สุด (Ghostly)",120231719385650260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[05.06.25][ริว] ไม่ได้ตั้งใจจะปล่อยให้มันสาย (Ghostly)",120230972308280260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[03.09.25][ริว] จุกอกกับปีศาจ2 (Demons)",120235859410020260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[25.07.25][ริว] รักษาตัวเองให้ดี (Ghostly)",120234066163400260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap)",120246745738370260,2026-02-26,archived,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[18.10.25][ริว] อยู่คนเดียว (Ghostly)",120238865635850260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[03.09.25][ริว] เปิดตัวปีศาจ 2 (ภาคเสียงและนางแบบมือโดยดาราสาวสองท่าน) (Demons)",120236620453210260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap)",120246075776130260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[06.08.25][ริว] มีชีวิตอยู่อย่างโดดเดี่ยว (ghostly)",120235360861690260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[22.08.25][ริว] เสียดาย (Ghostly)",120244055765490260,2026-02-26,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[03.09.25][ริว] จุกอกกับปีศาจ2 (Demons)",120235859086150260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[09.09.25][ริว] สบายวันไหน (ปีศาจตัวนั้น)",120236571985100260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[24.12.25][ริว] ป้ายยาผลงานภาคต่อ (Remains)",120242559577150260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap)",120246565414900260,2026-02-26,archived,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[13.10.25][ริว] เล่มลายเซ็น (Remains)",120238558463850260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[03.04.26][ริว] โรคซึมเศร้า AI (Trap)",120247606082070260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[29.03.26][ริว] วิธีรับมือโรคแพนิค (AI) (Trap) - สำเนา",120246783812570260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[03.09.25][ริว] เปิดตัวปีศาจ 2 (Demons)",120235860412200260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[27.08.25][ริว] ถูกเอาเปรียบ (Ghostly)",120235757151830260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[06.08.25][ริว] รีวิวการ์ตูนฮีลใจแห่งปี (Ghostly)",120234486925540260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[22.09.25][ริว] แม่อยากให้ลูกมั่นคง (Remains)",120237919855990260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[22.08.25][ริว] แจกวอลเปเปอร์ (Ghostly)",120236544453990260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[05.09.25][ริว] รีวิวหนังสือ 5/5 (Witches)",120236326570830260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[27.08.25][ริว] ถูกเอาเปรียบ (Ghostly)",120235859860690260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[27.08.25][ริว] ถูกเอาเปรียบ (Ghostly)",120236003389050260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[06.08.25][ริว] รีวิวการ์ตูนฮีลใจแห่งปี (Ghostly)",120235868374300260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[11.09.25][ริว] หรือเขาคงต้องการ (Ghostly)",120236681550660260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[12.09.25][ริว] กลัวการเป็นผู้ใหญ่ (ปีศาจตัวนั้น)",120236738023990260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[03.10.25][ริว] จะเป็นยังไง (Remains)",120237994488450260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[24.07.25][ริว] หนังสือที่ควรอ่านสักครั้ง (Witches)",120233478965660260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[06.10.25][ริว] คะแนน 1000/100 (Remains)",120237931678210260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[20.04.26][ริว] 5 ข้อคิดปลดล็อก “ความรู้สึกผิด” ที่คุณแบกไว้ (Trap)",120247428235990260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[09.09.25][ริว] โตขึ้น พ่อแม่แก่ตัวลง (Demons)",120236555952530260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[22.08.25][ริว] แจกวอลเปเปอร์ (Ghostly)",120235575226320260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[22.08.25][ริว] แจกวอลเปเปอร์ (Ghostly)",120235449479580260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[08.08.25][ริว] จุกอกอยู่อย่าง (ปีศาจตัวนั้น)",120234604049250260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[10.03.26][ริว] ซึมเศร้า animation (Trap)",120245729927130260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[29.03.26][ริว] วิธีรับมือโรคแพนิค (AI) (Trap)",120246702152320260,2026-02-26,archived,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap)",120245622555000260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[31.10.25][ริว] 30 เล่มสุดท้าย (Remains)",120240861468550260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[23.01.26][ริว] เครียดก็เปิดไพ่ (Witches)",120244055318190260,2026-02-26,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[29.09.25][ริว] E-Book (Ghostly)",120241048603370260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[27.11.25][ริว] ยอม (ปีศาจตัวนั้น)",120241143329950260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[18.02.26][ริว] สีหมอก (Ghostly)",120244476031100260,2026-02-26,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[11.09.25][ริว] ประโยคเดียวในหนังสือ (Witches)",120236735452700260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[31.10.25][ริว] อ่านแล้วหายเหนื่อย (Tried)",120240096664200260,2026-02-26,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[16.01.26][ริว] หนังสือที่ได้รับการเสนอชื่อเข้าชิงรางวัล (Ghostly) (Reels)",120243384825320260,2026-02-26,not_delivering,ad,การเข้าถึง,0,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[16.02.26][ริว] คนรักแอบคุยกับแฟนเก่า (Trap)",120244438024040260,2026-02-26,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[28.06.25][ริว] ไม่ว่าโลกจะใจร้ายกับคุณแค่ไหน (Kiwtum)",120231825241750260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[30.01.26][ริว] อ่านแล้วหายเหนื่อย (Tried)",120243742125400260,2026-02-26,inactive,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[22.08.25][ริว] เสียดาย (Ghostly)",120244220995770260,2026-02-26,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[13.06.25][ริว] ถ้าคืนนี้เป็นคืนสุดท้ายของชีวิต (Ghostly)",120230771158430260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[22.08.25][ริว] เสียดาย (Ghostly)",120243738789430260,2026-02-26,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[22.08.25][ริว] เสียดาย (Ghostly)",120242967825350260,2026-02-26,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[05.09.25][ริว] ประโยคเตือนสติ (Witches)",120236680566800260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[04.06.25][ริว] หนังสือปีศาจตัวนั้นคือฉันเอง ไม่ใช่คู่มือแก้ชีวิต (ปีศาจตัวนั้น)",120229984997150260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[27.11.25][ริว] ความสัมพันธ์ไม่ชัดเจน (ปีศาจตัวนั้น) - Copy",120241143389010260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[11.06.25][ริว] หนังสือฮีลใจแห่งปี (Ghostly)",120230940620380260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[03.11.25][ริว] แค่ประโยคเดียว (Witches)",120239869120120260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[06.08.25][ริว] หนังสือ Mindset ดีขึ้น (Tried)",120234614620390260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[09.09.25][ริว] โตขึ้น พ่อแม่แก่ตัวลง (Demons)",120240179503810260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[30.10.25][ริว] การอยู่คนเดียว (Ghostly)",120239977789770260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[06.11.25][ริว] กลับมาอีกครั้ง (Remains)",120240115682440260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[21.08.25][ริว] อะไรแอบมองเราอยู่น้า (Witches)",120235303029210260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[13.11.25][ริว] 30 Boxset สุดท้าย (Witches)",120240390435200260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[12.02.26][ริว] คนดีมักรู้สึกผิด (Trap)",120244521466290260,2026-02-26,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[13.11.25][ริว] 30 Boxset สุดท้าย (Witches)",120240663908830260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[23.01.26][ริว] ป้ายยา (Remains)",120243521395700260,2026-02-26,inactive,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[18.10.25][ริว] อยู่คนเดียว (Ghostly)",120239658177530260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[21.05.25][ริว] บอกต่อหนังสือที่เหมือนมีเเพื่อนสนิทคอยให้คำแนะนำอยู่ข้าง ๆ (Witches)",120229053893410260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[06.08.25][ริว] หนังสือการ์ตูนที่อ่านแล้วรักตัวเองมากขึ้น (Ghostly)",120234485856010260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap)",120245502449640260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[09.04.26][ริว] perfectionism ความสมบูรณ์แบบที่ทำร้ายเรา AI (Trap)",120246881486780260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[06.08.25][ริว] คะแนน 10/10 (Tried)",120234441801750260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[27.08.25][ริว] ถูกเอาเปรียบ (Ghostly)",120235864199440260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[10.04.26][ริว] เสียดายคนตายไม่ได้อ่านเล่มนี้ (Ghostly)",120246840895570260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap)",120246513116060260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[05.06.25][ริว] ไม่ได้ตั้งใจจะปล่อยให้มันสาย (Ghostly)",120230047455890260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[22.07.25][ริว] วันนี้เธอเหนื่อยไหม (Tried)",120233024903580260,2026-02-26,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap)",120245371507350260,2026-02-26,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-26,2026-02-26
