ชื่อโฆษณา,"ID โฆษณา",วัน,สถานะการแสดงโฆษณา,ระดับการแสดงโฆษณา,ประเภทผลลัพธ์,ผลลัพธ์,ต้นทุนต่อผลลัพธ์,ค่าคอนเวอร์ชั่นการซื้อ,"จำนวนเงินที่ใช้จ่ายไป (THB)","ROAS (ผลตอบแทนจากค่าใช้จ่ายในการโฆษณา) ของการซื้อ",อิมเพรสชัน,การเข้าถึง,การซื้อ,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,ต้นทุนต่อการเริ่มการสนทนาผ่านการส่งข้อความ,คำสั่งซื้อที่สร้างขึ้น,การคลิกลิงก์,"CTR (ทั้งหมด)","CPM (ต้นทุนต่ออิมเพรสชั่น 1,000 ครั้ง)",เริ่มการรายงาน,สิ้นสุดการรายงาน
"[12.08.25][มิ้น] ควรอ่านเล่มนี้ถ้าคุณ (Witches)",120235162743250260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[29.09.25][มิ้น] ปีศาจใหม่มันกลับมาอีกแล้ว (Demons)",120238434730060260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[11.02.25][มิ้น] Unboxing new book (Kiwtum)",120219869227640260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[25.03.25][มิ้น] บทที่ 25 ขอบคุณสำหรับทุกอย่างที่ผ่านมา (Embrace)",120222718080890260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[21.01.25] [มิ้น] สถานที่ที่ปลอดภัยที่สุด (Home)",120218669503520260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[05.08.25][มิ้น] ไม่เคยให้กำลังใจตัวเอง (Home)",120234400989730260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[19.11.24] [มิ้น] เพราะส่วนลึกที่สุดของทะเล (โอบกอด)",120217502402920260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[14.07.25][มิ้น] 5 สัญญาณ Toxic (Ghostly)",120232821171750260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[23.10.24] [มิ้น] โดนตกจากประโยคหลังปก (Life)",120216829371800260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[01.12.25][มิ้น] 5 ประโยคจุกอก (ปีศาจตัวนั้น)",120241544750870260,2026-03-31,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[04.10.24] [มิ้น] ถ้าวันนี้เป็นวันสุดท้าย คุณจะทำอะไร? (Ghost)",120216040197210260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[11.06.25][มิ้น] ชายคนหนึ่งตกหลุมรักสาวใบ้ (Ghostly)",120232158783980260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[27.11.25][มิ้น] ตอบคอมเมนต์ อ่านเล่ม 2 เลยได้ไหม (Demons)",120241143672550260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[02.06.25][มิ้น] รีแอค ขมิ้น (Ghostly)",120231946918740260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[03.05.25][มิ้น] 5.5 จัดโปร Boxset ฮีลใจ 555.- (Promotion_DD)",120227797678280260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[13.11.24] [มิ้น] แยกย้ายไปเติบโต (โอบกอด)",120216996665780260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[21.09.24] [มิ้น] คนเราแตกสลายได้กี่ครั้ง",120216668670730260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[24.10.24] [มิ้น] Payday นี้ เทโปรแรง จนขนลุก",120216536721530260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[10.09.25][มิ้น] เคยไหม แพ้เสียงในหัวตัวเอง (Demons)",120236625806110260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[10.12.24] [มิ้น] 12.12 แจกสุขส่งท้ายปี",120217673365280260,2026-03-31,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[03.09.25][มิ้น] อยากให้ทุกคนอ่าน (Ghostly)",120236575412200260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[21.09.24] [มิ้น] คนเราแตกสลายได้กี่ครั้ง",120216689813040260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[23.10.24] [มิ้น] โดนตกจากประโยคหลังปก (Life)",120216576737330260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[13.11.24] [มิ้น] การเป็นตัวเองทำให้รู้สึกไม่มั่นใจ (Helmet_Boxset)",120216996599520260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[06.03.26][มิ้น] บทที่ 8 เราต่างกันเกินไป (Embrace)",120245219215280260,2026-03-31,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[21.09.24] [มิ้น] คนเราแตกสลายได้กี่ครั้ง",120217430655790260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[21.01.25] [มิ้น] สถานที่ที่ปลอดภัยที่สุด (Home)",120218668178870260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[07.06.25][มิ้น] หนังสือใหม่กลิ่นหอมมาก (Ghostly)",120230120421370260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[09.07.25][มิ้น] วันไหนที่ใจแข็งแรงดอกไม้จะผลิบาน (Garden_เล่มเดี่ยว)",120232526677800260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[21.03.25][มิ้น] Unboxing newbook (Gift)",120222457757270260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[09.07.25][มิ้น] รีวิวไม่อวย 8/10 (Ghostly)",120233369040150260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[03.03.26][มิ้น] ไม่เคยร้องไห้กับหนังสือจนมาเจอ 2 เล่มนี้ (Ghostly) (Remains)",120247427758590260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[02.04.26][มิ้น] อย่าปล่อยให้อีโก้ (Trap)",120247605233680260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[19.11.24] [มิ้น] เพราะส่วนลึกที่สุดของทะเล (โอบกอด)",120217908371210260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[02.04.26][มิ้น] อย่าปล่อยให้อีโก้ (Trap)",120248070542200260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[02.05.26][มิ้น] มองปัญหาให้เป็นการเรียนรู้ (Witches)",120248232571620260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[11.03.26][มิ้น] ฉันจะมีชีวิตที่ดี (Kidmakk)",120245422532230260,2026-03-31,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[11.02.25][มิ้น] สัมภาษณ์คุณปั๊ม คิ้วต่ำ (Kiwtum)",120220060200360260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[03.03.26][มิ้น] ไม่เคยร้องไห้กับหนังสือจนมาเจอ 2 เล่มนี้ (Ghostly) (Remains)",120246033749230260,2026-03-31,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,4,113.2225,899,452.89,1.98502948,5513,5174,1,4,113.2225,2,18,1.95900599,82.1494649,2026-03-31,2026-03-31
"[11.12.24] [มิ้น] Unbox นี่คือหนังสือสรุปการเงินที่เข้าใจง่าย (Million)",120217743316290260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[24.03.25][มิ้น] 5 ข้อคิดที่ได้จากหนังสือ (Gift)",120222654403270260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[24.07.25][มิ้น] ฝนตกแบบนี้ยังมีไปรษณีย์มาส่ง (Ghostly)",120233475158630260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[29.03.26][มิ้น] เล่มลายเซ็นนักเขียนหมึกซึม (Ghostly) (Remains)",120246468504980260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[09.09.25][มิ้น] ประโยคนี้เตือนสติ (Witches)",120236551109280260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[21.03.25][มิ้น] Unboxing newbook (Gift)",120222451540920260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[17.03.25][มิ้น] การ์ดอยากบอกอะไรคุณ (Witches)",120222281364600260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[21.01.25] [มิ้น] Unboxing หนังสือฮีลใจเล่มใหม่ 2025 (Home)",120218671600690260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[04.02.26][มิ้น] มนุษย์ที่เป็นคนดี (สัมภาษณ์หมอ) (Trap)",120245891795580260,2026-03-31,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,24,87.76458333,4173,2106.35,1.98115223,40221,35752,7,24,87.76458333,8,216,3.99791154,52.36940902,2026-03-31,2026-03-31
"[26.11.24] [มิ้น] เงินเดือนก็พอใช้อยู่แล้ว (ปีศาจการเงิน)",120217325231390260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[07.03.25][มิ้น] วันนี้คุณเหนื่อยไหม (Embrace)",120221523412410260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[17.02.26][มิ้น] 20 เล่มลายเซ็น (Trap)",120244506815120260,2026-03-31,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[23.07.25][มิ้น] อ่านแล้วหายเหนื่อย (Tried)",120245505030860260,2026-03-31,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[13.04.26][มิ้น] อยู่อย่างโดดเดี่ยว ก็ไม่ได้แย่เสมอไป (Ghostly)",120247192997980260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[24.12.25][มิ้น] อย่ากลัวที่จะโดดเดี่ยว (Ghostly)",120242967762990260,2026-03-31,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[15.10.24] [มิ้น] จุดเปลี่ยนของชีวิต (Life)",120216340907800260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[08.04.26][มิ้น] อยากเป็นคนแบบไหนให้เป็นคนแบบนั้น (Witches)",120246834617690260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[21.01.25] [มิ้น] บทที่ 4 จดหมายจากพระจันทร์ (Home)",120218669546790260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[04.03.26][มิ้น] อยู่ต่อหรือลาออก (Tried)",120245214807230260,2026-03-31,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[19.11.24] [มิ้น] เพราะส่วนลึกที่สุดของทะเล (โอบกอด)",120217324834740260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[24.02.26][มิ้น] แมวที่เก็บมาเลี้ยงหายไป (Ghostly)",120244936014400260,2026-03-31,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[21.09.24] [มิ้น] คนเราแตกสลายได้กี่ครั้ง",120216728822800260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[21.01.25] [มิ้น] สถานที่ที่ปลอดภัยที่สุด (Home)",120218669476350260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[04.02.26][มิ้น] มนุษย์ที่เป็นคนดี (สัมภาษณ์หมอ) (Trap) (Click)",120244547996470260,2026-03-31,not_delivering,ad,การดูแลนดิ้งเพจ,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[11.02.25][มิ้น] ประโยคหลังปก (Kiwtum)",120219599842250260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[11.02.25][มิ้น] สัมภาษณ์คุณปั๊ม คิ้วต่ำ (Kiwtum)",120219600093230260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[20.03.26][มิ้น] คนคิดเยอะมักเจ็บจากความคิดตัวเอง (Trap)",120245846570590260,2026-03-31,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,439.64,,2212,2004,,,,,13,4.43037975,198.7522604,2026-03-31,2026-03-31
"[04.03.26][มิ้น] อยู่ต่อหรือลาออก (Tried)",120245170261570260,2026-03-31,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[02.04.26][มิ้น] คนใจดีมักถูกเอาเปรียบ (Ghostly)",120246835244870260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[28.02.25][มิ้น] 3.3 ชีเสิร์ฟไม่พัก ซื้อ 3 แถม 1 (Promotion_DD)",120221295479100260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[22.01.25] [มิ้น] หนังสือเล่มนี้ที่อยากบอกคุณว่า (ปีศาจตัวนั้น)",120219288907750260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[29.01.26][มิ้น] Unboxing หนังสือเล่มแรกของปี 2026 (Trap)",120245371476710260,2026-03-31,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[03.03.26][มิ้น] ไม่เคยร้องไห้กับหนังสือจนมาเจอ 2 เล่มนี้ (Ghostly) (Remains)",120246838131460260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
