month,creator,ad_date,content_name,content_format,product,platform,reach,impressions,spend_thb,purchases,revenue_thb,roas,roas_target,cpm_thb,cpa_thb,clicks,ctr,messages,v2s,v6s,ad_variants,hit_roas,is_new,launch_date
Apr26,มิ้น,2026-04-16,[04.02.26][มิ้น] มนุษย์ที่เป็นคนดี (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,1803,2110,167.97,0,0.0,0.0,1.8,79.61,0.0,71,3.3649,2,0,0,1,ไม่มียอดขาย,False,
Apr26,ริว,2026-04-17,[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap),IMG,Trap,Meta,1107,1328,176.3,0,0.0,0.0,1.8,132.76,0.0,72,5.4217,0,0,0,1,ไม่มียอดขาย,False,
Apr26,ริว,2026-04-17,[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap),IMG,Trap,Meta,208,225,23.81,0,0.0,0.0,1.8,105.82,0.0,20,8.8889,0,0,0,1,ไม่มียอดขาย,False,
Apr26,ริว,2026-04-17,[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap),IMG,Trap,Meta,1288,1484,319.12,1,629.0,1.971,1.8,215.04,319.12,108,7.2776,1,0,0,1,ผ่าน,False,
Apr26,ริว,2026-04-17,[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap),IMG,Trap,Meta,2470,2895,581.0,2,898.0,1.5456,1.8,200.69,290.5,200,6.9085,1,0,0,1,ไม่ผ่าน,False,
Apr26,ริว,2026-04-17,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,2475,2640,190.42,0,0.0,0.0,1.8,72.13,0.0,113,4.2803,3,0,0,1,ไม่มียอดขาย,False,
Apr26,Unknown,2026-04-17,[01.04.26][pearpmk] Review Influ (Trap),IMG,Trap,Meta,2011,2224,279.75,1,409.0,1.462,1.8,125.79,279.75,90,4.0468,5,0,0,1,ไม่ผ่าน,False,
Apr26,ริว,2026-04-17,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,3338,4207,540.85,1,409.0,0.7562,1.8,128.56,540.85,140,3.3278,1,0,0,1,ไม่ผ่าน,False,
Apr26,มิ้น,2026-04-17,[04.02.26][มิ้น] มนุษย์ที่เป็นคนดี (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,0,0,0.0,0,0.0,0.0,1.8,0.0,0.0,0,0.0,0,0,0,1,ไม่มียอดขาย,False,
Apr26,ริว,2026-04-18,[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap),IMG,Trap,Meta,1249,1512,161.69,0,0.0,0.0,1.8,106.94,0.0,63,4.1667,0,0,0,1,ไม่มียอดขาย,False,
Apr26,ริว,2026-04-18,[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap),IMG,Trap,Meta,490,538,75.79,0,0.0,0.0,1.8,140.87,0.0,35,6.5056,0,0,0,1,ไม่มียอดขาย,False,
Apr26,ริว,2026-04-18,[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap),IMG,Trap,Meta,443,494,84.19,0,0.0,0.0,1.8,170.43,0.0,31,6.2753,0,0,0,1,ไม่มียอดขาย,False,
Apr26,ริว,2026-04-18,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,1309,1512,145.24,0,0.0,0.0,1.8,96.06,0.0,48,3.1746,2,0,0,1,ไม่มียอดขาย,False,
Apr26,Unknown,2026-04-18,[01.04.26][pearpmk] Review Influ (Trap),IMG,Trap,Meta,685,749,99.84,0,0.0,0.0,1.8,133.3,0.0,29,3.8718,0,0,0,1,ไม่มียอดขาย,False,
Apr26,ริว,2026-04-18,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,756,838,107.55,0,0.0,0.0,1.8,128.34,0.0,22,2.6253,1,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-01,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,52863,63430,3086.49,4,1786.0,0.5787,1.8,48.66,771.62,1508,2.3774,16,0,0,1,ไม่ผ่าน,False,
Apr26,ริว,2026-04-01,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap) (Cross Page),IMG,Trap,Meta,3011,3177,352.82,0,0.0,0.0,1.8,111.05,0.0,99,3.1161,1,0,0,1,ไม่มียอดขาย,False,
Apr26,ริว,2026-04-01,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap) (Cross Page),IMG,Trap,Meta,3359,3607,198.22,0,0.0,0.0,1.8,54.95,0.0,118,3.2714,2,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-02,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,3165,3706,189.03,0,0.0,0.0,1.8,51.01,0.0,140,3.7777,3,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-03,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,4273,5247,239.6,1,359.0,1.4983,1.8,45.66,239.6,179,3.4115,2,0,0,1,ไม่ผ่าน,False,
Apr26,หมิว,2026-04-04,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,3809,4354,217.5,1,359.0,1.6506,1.8,49.95,217.5,140,3.2154,2,0,0,1,ไม่ผ่าน,False,
Apr26,หมิว,2026-04-05,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,3777,4651,243.4,0,0.0,0.0,1.8,52.33,0.0,205,4.4077,9,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-06,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,34455,48466,1932.25,6,2404.0,1.2441,1.8,39.87,322.04,1505,3.1053,35,0,0,1,ไม่ผ่าน,False,
Apr26,หมิว,2026-04-07,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,25422,29433,1260.15,4,1496.0,1.1872,1.8,42.81,315.04,829,2.8166,21,0,0,1,ไม่ผ่าน,False,
Apr26,ริว,2026-04-07,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap) (Cross Page),IMG,Trap,Meta,3251,3605,214.65,0,0.0,0.0,1.8,59.54,0.0,155,4.2996,1,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-08,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,0,0,0.0,1,339.0,0.0,1.8,0.0,0.0,0,0.0,0,0,0,1,ไม่ผ่าน,False,
Apr26,ริว,2026-04-08,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap) (Cross Page),IMG,Trap,Meta,2117,2376,168.63,0,0.0,0.0,1.8,70.97,0.0,123,5.1768,2,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-08,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,9852,12794,382.05,1,409.0,1.0705,1.8,29.86,382.05,441,3.4469,5,0,0,1,ไม่ผ่าน,False,
Apr26,หมิว,2026-04-09,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,12894,14959,643.34,2,748.0,1.1627,1.8,43.01,321.67,495,3.309,12,0,0,1,ไม่ผ่าน,False,
Apr26,ริว,2026-04-09,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap) (Cross Page),IMG,Trap,Meta,7733,9389,625.46,2,818.0,1.3078,1.8,66.62,312.73,422,4.4946,7,0,0,1,ไม่ผ่าน,False,
Apr26,หมิว,2026-04-09,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,10358,11794,532.1,3,1087.0,2.0428,1.8,45.12,177.37,394,3.3407,12,0,0,1,ผ่าน,False,
Apr26,หมิว,2026-04-10,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,3184,3313,175.62,1,659.0,3.7524,1.8,53.01,175.62,136,4.105,4,0,0,1,ผ่าน,False,
Apr26,มิ้น,2026-04-10,[01.03.26][มิ้น] รี stock เล่มลายเซ็นหมอทานตะวัน (สัมภาษณ์หมอ) (Trap) (Cross Page),IMG,Trap,Meta,4459,4905,183.21,1,409.0,2.2324,1.8,37.35,183.21,89,1.8145,4,0,0,1,ผ่าน,False,
Apr26,ริว,2026-04-10,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap) (Cross Page),IMG,Trap,Meta,1996,2324,201.74,0,0.0,0.0,1.8,86.81,0.0,109,4.6902,2,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-10,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,2999,3299,177.56,0,0.0,0.0,1.8,53.82,0.0,163,4.9409,3,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-11,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,5520,6843,291.36,0,0.0,0.0,1.8,42.58,0.0,275,4.0187,6,0,0,1,ไม่มียอดขาย,False,
Apr26,มิ้น,2026-04-11,[01.03.26][มิ้น] รี stock เล่มลายเซ็นหมอทานตะวัน (สัมภาษณ์หมอ) (Trap) (Cross Page),IMG,Trap,Meta,2913,3568,288.08,1,350.0,1.2149,1.8,80.74,288.08,109,3.0549,2,0,0,1,ไม่ผ่าน,False,
Apr26,ริว,2026-04-11,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap) (Cross Page),IMG,Trap,Meta,2113,2641,207.61,1,409.0,1.97,1.8,78.61,207.61,143,5.4146,4,0,0,1,ผ่าน,False,
Apr26,หมิว,2026-04-11,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,2807,3168,160.62,1,409.0,2.5464,1.8,50.7,160.62,109,3.4407,2,0,0,1,ผ่าน,False,
Apr26,หมิว,2026-04-12,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,5675,7495,328.63,2,698.0,2.124,1.8,43.85,164.31,324,4.3229,8,0,0,1,ผ่าน,False,
Apr26,มิ้น,2026-04-12,[01.03.26][มิ้น] รี stock เล่มลายเซ็นหมอทานตะวัน (สัมภาษณ์หมอ) (Trap) (Cross Page),IMG,Trap,Meta,2313,2627,207.99,1,339.0,1.6299,1.8,79.17,207.99,58,2.2078,1,0,0,1,ไม่ผ่าน,False,
Apr26,ริว,2026-04-12,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap) (Cross Page),IMG,Trap,Meta,0,0,0.0,0,0.0,0.0,1.8,0.0,0.0,0,0.0,0,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-12,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,3441,3979,168.1,0,0.0,0.0,1.8,42.25,0.0,136,3.4179,4,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-13,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,5864,7558,296.01,3,1777.0,6.0032,1.8,39.17,98.67,273,3.6121,12,0,0,1,ผ่าน,False,
Apr26,มิ้น,2026-04-13,[01.03.26][มิ้น] รี stock เล่มลายเซ็นหมอทานตะวัน (สัมภาษณ์หมอ) (Trap) (Cross Page),IMG,Trap,Meta,11366,13401,850.53,4,2316.0,2.723,1.8,63.47,212.63,232,1.7312,8,0,0,1,ผ่าน,False,
Apr26,ริว,2026-04-13,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap) (Cross Page),IMG,Trap,Meta,0,0,0.0,0,0.0,0.0,1.8,0.0,0.0,0,0.0,2,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-13,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,5455,6344,266.8,1,339.0,1.2706,1.8,42.06,266.8,190,2.995,5,0,0,1,ไม่ผ่าน,False,
Apr26,หมิว,2026-04-14,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,8386,11060,392.79,4,2556.0,6.5073,1.8,35.51,98.2,368,3.3273,8,0,0,1,ผ่าน,False,
Apr26,มิ้น,2026-04-14,[01.03.26][มิ้น] รี stock เล่มลายเซ็นหมอทานตะวัน (สัมภาษณ์หมอ) (Trap) (Cross Page),IMG,Trap,Meta,2337,2625,237.18,0,0.0,0.0,1.8,90.35,0.0,77,2.9333,0,0,0,1,ไม่มียอดขาย,False,
Apr26,ริว,2026-04-14,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap) (Cross Page),IMG,Trap,Meta,0,0,0.0,0,0.0,0.0,1.8,0.0,0.0,0,0.0,0,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-14,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,5194,5853,238.78,1,659.0,2.7599,1.8,40.8,238.78,170,2.9045,5,0,0,1,ผ่าน,False,
Apr26,หมิว,2026-04-15,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,9564,11625,404.17,3,1197.0,2.9616,1.8,34.77,134.72,376,3.2344,8,0,0,1,ผ่าน,False,
Apr26,มิ้น,2026-04-15,[01.03.26][มิ้น] รี stock เล่มลายเซ็นหมอทานตะวัน (สัมภาษณ์หมอ) (Trap) (Cross Page),IMG,Trap,Meta,3135,3889,314.77,1,409.0,1.2994,1.8,80.94,314.77,99,2.5456,4,0,0,1,ไม่ผ่าน,False,
Apr26,ริว,2026-04-15,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap) (Cross Page),IMG,Trap,Meta,0,0,0.0,0,0.0,0.0,1.8,0.0,0.0,0,0.0,0,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-15,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,3348,3692,211.98,1,0.0,0.0,1.8,57.42,211.98,142,3.8462,6,0,0,1,ไม่ผ่าน,False,
Apr26,หมิว,2026-04-16,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,4135,4479,172.21,0,0.0,0.0,1.8,38.45,0.0,160,3.5722,3,0,0,1,ไม่มียอดขาย,False,
Apr26,มิ้น,2026-04-16,[01.03.26][มิ้น] รี stock เล่มลายเซ็นหมอทานตะวัน (สัมภาษณ์หมอ) (Trap) (Cross Page),IMG,Trap,Meta,2173,2380,193.06,0,0.0,0.0,1.8,81.12,0.0,54,2.2689,1,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-16,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,4475,5134,205.88,0,0.0,0.0,1.8,40.1,0.0,179,3.4866,2,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-17,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,5552,6645,279.84,1,409.0,1.4615,1.8,42.11,279.84,245,3.687,7,0,0,1,ไม่ผ่าน,False,
Apr26,มิ้น,2026-04-17,[01.03.26][มิ้น] รี stock เล่มลายเซ็นหมอทานตะวัน (สัมภาษณ์หมอ) (Trap) (Cross Page),IMG,Trap,Meta,1976,2313,175.02,0,0.0,0.0,1.8,75.67,0.0,51,2.2049,1,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-17,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,0,0,0.0,0,0.0,0.0,1.8,0.0,0.0,0,0.0,0,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-18,[19.01.26][หมิว] เปิดตัวเล่มใหม่กับดัก (Trap) (Cross Page),IMG,Trap,Meta,1539,1786,85.87,0,0.0,0.0,1.8,48.08,0.0,55,3.0795,2,0,0,1,ไม่มียอดขาย,False,
Apr26,มิ้น,2026-04-18,[01.03.26][มิ้น] รี stock เล่มลายเซ็นหมอทานตะวัน (สัมภาษณ์หมอ) (Trap) (Cross Page),IMG,Trap,Meta,1402,1635,107.01,0,0.0,0.0,1.8,65.45,0.0,33,2.0183,1,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-03,[03.04.26][หมิว] Shopee 4.4 (Trap),IMG,Trap,Meta,609,626,20.54,0,0.0,0.0,1.8,32.81,0.0,15,2.3962,0,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-04,[03.04.26][หมิว] Shopee 4.4 (Trap),IMG,Trap,Meta,3736,5513,126.82,0,0.0,0.0,1.8,23.0,0.0,83,1.5055,0,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-05,[03.04.26][หมิว] Shopee 4.4 (Trap),IMG,Trap,Meta,3776,6527,105.77,0,0.0,0.0,1.8,16.2,0.0,88,1.3482,0,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-06,[03.04.26][หมิว] Shopee 4.4 (Trap),IMG,Trap,Meta,3783,5718,96.57,0,0.0,0.0,1.8,16.89,0.0,82,1.4341,0,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-15,[14.04.26][หมิว] April MidMonth Sale (Trap),IMG,Trap,Meta,3696,4077,126.2,0,0.0,0.0,1.8,30.95,0.0,82,2.0113,0,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-16,[14.04.26][หมิว] April MidMonth Sale (Trap),IMG,Trap,Meta,3981,4562,123.72,0,0.0,0.0,1.8,27.12,0.0,55,1.2056,0,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-15,[29.01.26][หมิว] โทษตัวเองเก่ง (Trap),IMG,Trap,Meta,1632,2100,165.2,0,0.0,0.0,1.8,78.67,0.0,48,2.2857,1,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-15,[29.01.26][หมิว] โทษตัวเองเก่ง (Trap),IMG,Trap,Meta,1021,1442,187.29,0,0.0,0.0,1.8,129.88,0.0,58,4.0222,1,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-16,[29.01.26][หมิว] โทษตัวเองเก่ง (Trap),IMG,Trap,Meta,3057,4127,190.56,0,0.0,0.0,1.8,46.17,0.0,79,1.9142,1,0,0,1,ไม่มียอดขาย,False,
Apr26,หมิว,2026-04-16,[29.01.26][หมิว] โทษตัวเองเก่ง (Trap),IMG,Trap,Meta,1968,2721,204.96,0,0.0,0.0,1.8,75.33,0.0,62,2.2786,0,0,0,1,ไม่มียอดขาย,False,
Apr26,มิ้น,2026-04-01,[04.02.26][มิ้น] มนุษย์ที่เป็นคนดี (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,1630,1706,147.8,0,0.0,0.0,1.8,86.64,0.0,73,4.279,2,0,0,1,ไม่มียอดขาย,False,
Apr26,มิ้น,2026-04-01,[01.03.26][มิ้น] รี stock เล่มลายเซ็นหมอทานตะวัน (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,10246,13272,1021.4,4,1556.0,1.5234,1.8,76.96,255.35,248,1.8686,10,0,0,1,ไม่ผ่าน,False,
Apr26,ริว,2026-04-01,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,3160,3552,268.74,1,409.0,1.5219,1.8,75.66,268.74,138,3.8851,6,0,0,1,ไม่ผ่าน,False,
Apr26,ริว,2026-04-01,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,0,0,0.0,0,0.0,0.0,1.8,0.0,0.0,0,0.0,0,0,0,1,ไม่มียอดขาย,False,
Apr26,มิ้น,2026-04-01,[20.03.26][มิ้น] คนคิดเยอะมักเจ็บจากความคิดตัวเอง (Trap),IMG,Trap,Meta,795,873,188.03,0,0.0,0.0,1.8,215.38,0.0,36,4.1237,0,0,0,1,ไม่มียอดขาย,False,
Apr26,มิ้น,2026-04-01,[04.02.26][มิ้น] มนุษย์ที่เป็นคนดี (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,6314,7484,576.7,2,968.0,1.6785,1.8,77.06,288.35,360,4.8103,8,0,0,1,ไม่ผ่าน,False,
Apr26,มิ้น,2026-04-01,[04.02.26][มิ้น] มนุษย์ที่เป็นคนดี (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,1758,1884,188.07,0,0.0,0.0,1.8,99.82,0.0,92,4.8832,1,0,0,1,ไม่มียอดขาย,False,
Apr26,ริว,2026-04-01,[10.03.26][ริว] ซึมเศร้า animation (Trap),IMG,Trap,Meta,2759,3179,309.72,1,409.0,1.3205,1.8,97.43,309.72,224,7.0462,5,0,0,1,ไม่ผ่าน,False,
Apr26,ริว,2026-04-01,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,1997,2241,187.28,0,0.0,0.0,1.8,83.57,0.0,61,2.722,2,0,0,1,ไม่มียอดขาย,False,
Apr26,มิ้น,2026-04-01,[04.02.26][มิ้น] มนุษย์ที่เป็นคนดี (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,0,0,0.0,0,0.0,0.0,1.8,0.0,0.0,0,0.0,0,0,0,1,ไม่มียอดขาย,False,
Apr26,ริว,2026-04-01,[29.03.26][ริว] วิธีรับมือโรคแพนิค (AI) (Trap),IMG,Trap,Meta,2535,2757,219.1,1,409.0,1.8667,1.8,79.47,219.1,171,6.2024,1,0,0,1,ผ่าน,False,
Apr26,มิ้น,2026-04-01,[29.03.26][มิ้น] กับดักความรู้ผิดของ LGBTQ+ (Trap),IMG,Trap,Meta,1910,2363,236.07,1,409.0,1.7325,1.8,99.9,236.07,117,4.9513,2,0,0,1,ไม่ผ่าน,False,
Apr26,มิ้น,2026-04-01,[20.03.26][มิ้น] คนคิดเยอะมักเจ็บจากความคิดตัวเอง (Trap),IMG,Trap,Meta,817,957,216.24,0,0.0,0.0,1.8,225.96,0.0,43,4.4932,0,0,0,1,ไม่มียอดขาย,False,
Apr26,ริว,2026-04-01,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,4090,4700,238.09,1,409.0,1.7178,1.8,50.66,238.09,134,2.8511,3,0,0,1,ไม่ผ่าน,False,
Apr26,ริว,2026-04-01,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,2622,2948,213.56,0,0.0,0.0,1.8,72.44,0.0,98,3.3243,3,0,0,1,ไม่มียอดขาย,False,
Apr26,ริว,2026-04-01,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,2885,3073,228.79,1,409.0,1.7877,1.8,74.45,228.79,80,2.6033,1,0,0,1,ไม่ผ่าน,False,
Apr26,มิ้น,2026-04-01,[04.02.26][มิ้น] มนุษย์ที่เป็นคนดี (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,1483,1609,229.93,0,0.0,0.0,1.8,142.9,0.0,103,6.4015,0,0,0,1,ไม่มียอดขาย,False,
Apr26,มิ้น,2026-04-01,[04.02.26][มิ้น] มนุษย์ที่เป็นคนดี (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,1612,1803,212.74,0,0.0,0.0,1.8,117.99,0.0,92,5.1026,1,0,0,1,ไม่มียอดขาย,False,
Apr26,มิ้น,2026-04-01,[04.02.26][มิ้น] มนุษย์ที่เป็นคนดี (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,3960,4556,233.33,1,409.0,1.7529,1.8,51.21,233.33,169,3.7094,4,0,0,1,ไม่ผ่าน,False,
Apr26,มิ้น,2026-04-01,[20.03.26][มิ้น] คนคิดเยอะมักเจ็บจากความคิดตัวเอง (Trap),IMG,Trap,Meta,872,1085,254.0,0,0.0,0.0,1.8,234.1,0.0,48,4.424,0,0,0,1,ไม่มียอดขาย,False,
Apr26,ริว,2026-04-01,[29.03.26][ริว] วิธีรับมือโรคแพนิค (AI) (Trap),IMG,Trap,Meta,5280,5853,350.73,1,590.0,1.6822,1.8,59.92,350.73,350,5.9798,8,0,0,1,ไม่ผ่าน,False,
Apr26,Unknown,2026-04-01,[01.04.26][pearpmk] Review Influ (Trap),IMG,Trap,Meta,2241,2578,248.46,1,409.0,1.6461,1.8,96.38,248.46,164,6.3615,5,0,0,1,ไม่ผ่าน,False,
Apr26,Unknown,2026-04-01,[01.04.26][purrfectlytashasha] Review Influ (Trap),IMG,Trap,Meta,5015,6971,584.5,3,1227.0,2.0992,1.8,83.85,194.83,228,3.2707,5,0,0,1,ผ่าน,False,
Apr26,ริว,2026-04-01,[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap),IMG,Trap,Meta,1673,1861,202.37,0,0.0,0.0,1.8,108.74,0.0,136,7.3079,0,0,0,1,ไม่มียอดขาย,False,
Apr26,มิ้น,2026-04-01,[01.04.26][มิ้น] 5 ข้อคิดที่จะได้รับจากหนังสือ (Trap),IMG,Trap,Meta,744,940,194.84,2,988.0,5.0708,1.8,207.28,97.42,27,2.8723,1,0,0,1,ผ่าน,False,
Apr26,ริว,2026-04-01,[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,3179,3508,202.43,0,0.0,0.0,1.8,57.71,0.0,120,3.4208,3,0,0,1,ไม่มียอดขาย,False,
Apr26,มิ้น,2026-04-01,[04.02.26][มิ้น] มนุษย์ที่เป็นคนดี (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,2497,2807,184.6,0,0.0,0.0,1.8,65.76,0.0,120,4.275,3,0,0,1,ไม่มียอดขาย,False,
Apr26,มิ้น,2026-04-02,[04.02.26][มิ้น] มนุษย์ที่เป็นคนดี (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,1472,1526,179.53,0,0.0,0.0,1.8,117.65,0.0,78,5.1114,2,0,0,1,ไม่มียอดขาย,False,
Apr26,มิ้น,2026-04-02,[01.03.26][มิ้น] รี stock เล่มลายเซ็นหมอทานตะวัน (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,0,0,0.0,0,0.0,0.0,1.8,0.0,0.0,0,0.0,0,0,0,1,ไม่มียอดขาย,False,
Apr26,มิ้น,2026-04-02,[04.02.26][มิ้น] มนุษย์ที่เป็นคนดี (สัมภาษณ์หมอ) (Trap),IMG,Trap,Meta,2519,2609,232.85,0,0.0,0.0,1.8,89.25,0.0,136,5.2127,3,0,0,1,ไม่มียอดขาย,False,
